0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,3,3,3,3,3,3,3,3
0,0,0,0,0,2,2,2,3,3,3,3,3,3
0,0,0,0,0,0,4,5,4,5,6,6,6,6
0,0,0,0,0,0,0,6,6,9,7,8,9,9
0,0,0,0,0,0,0,0,9,10,9,11,10,11
0,0,0,0,0,0,0,0,0,12,12,12,13,14
0,0,0,0,0,0,0,0,0,0,16,17,19,18
0,0,0,0,0,0,0,0,0,0,0,20,20,20
0,0,0,0,0,0,0,0,0,0,0,0,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0
