score, v[0], v[1], v[2], v[3], v[4]
14, 0, 2, 3, 7, 18
14, 0, 2, 3, 7, 19
14, 0, 2, 3, 8, 16
14, 0, 2, 3, 8, 17
14, 0, 2, 3, 9, 16
14, 0, 2, 3, 9, 17
14, 0, 2, 3, 10, 14
14, 0, 2, 3, 10, 15
14, 0, 2, 3, 11, 14
14, 0, 2, 3, 11, 15
14, 0, 2, 3, 12, 13
14, 0, 2, 4, 5, 18
14, 0, 2, 4, 5, 19
14, 0, 2, 4, 6, 16
14, 0, 2, 4, 6, 17
14, 0, 2, 4, 7, 16
14, 0, 2, 4, 7, 17
14, 0, 2, 4, 8, 14
14, 0, 2, 4, 8, 15
14, 0, 2, 4, 9, 14
14, 0, 2, 4, 9, 15
14, 0, 2, 4, 10, 12
14, 0, 2, 4, 10, 13
14, 0, 2, 4, 11, 12
14, 0, 2, 4, 11, 13
14, 0, 2, 5, 6, 16
14, 0, 2, 5, 6, 17
14, 0, 2, 5, 7, 16
14, 0, 2, 5, 7, 17
14, 0, 2, 5, 8, 14
14, 0, 2, 5, 8, 15
14, 0, 2, 5, 9, 14
14, 0, 2, 5, 9, 15
14, 0, 2, 5, 10, 12
14, 0, 2, 5, 10, 13
14, 0, 2, 5, 11, 12
14, 0, 2, 5, 11, 13
14, 0, 2, 6, 7, 14
14, 0, 2, 6, 7, 15
14, 0, 2, 6, 8, 12
14, 0, 2, 6, 8, 13
14, 0, 2, 6, 9, 12
14, 0, 2, 6, 9, 13
14, 0, 2, 6, 10, 11
14, 0, 2, 7, 8, 12
14, 0, 2, 7, 8, 13
14, 0, 2, 7, 9, 12
14, 0, 2, 7, 9, 13
14, 0, 2, 7, 10, 11
14, 0, 2, 8, 9, 10
14, 0, 2, 8, 9, 11
14, 0, 3, 4, 5, 18
14, 0, 3, 4, 5, 19
14, 0, 3, 4, 6, 16
14, 0, 3, 4, 6, 17
14, 0, 3, 4, 7, 16
14, 0, 3, 4, 7, 17
14, 0, 3, 4, 8, 14
14, 0, 3, 4, 8, 15
14, 0, 3, 4, 9, 14
14, 0, 3, 4, 9, 15
14, 0, 3, 4, 10, 12
14, 0, 3, 4, 10, 13
14, 0, 3, 4, 11, 12
14, 0, 3, 4, 11, 13
14, 0, 3, 5, 6, 16
14, 0, 3, 5, 6, 17
14, 0, 3, 5, 7, 16
14, 0, 3, 5, 7, 17
14, 0, 3, 5, 8, 14
14, 0, 3, 5, 8, 15
14, 0, 3, 5, 9, 14
14, 0, 3, 5, 9, 15
14, 0, 3, 5, 10, 12
14, 0, 3, 5, 10, 13
14, 0, 3, 5, 11, 12
14, 0, 3, 5, 11, 13
14, 0, 3, 6, 7, 14
14, 0, 3, 6, 7, 15
14, 0, 3, 6, 8, 12
14, 0, 3, 6, 8, 13
14, 0, 3, 6, 9, 12
14, 0, 3, 6, 9, 13
14, 0, 3, 6, 10, 11
14, 0, 3, 7, 8, 12
14, 0, 3, 7, 8, 13
14, 0, 3, 7, 9, 12
14, 0, 3, 7, 9, 13
14, 0, 3, 7, 10, 11
14, 0, 3, 8, 9, 10
14, 0, 3, 8, 9, 11
14, 0, 4, 5, 6, 14
14, 0, 4, 5, 6, 15
14, 0, 4, 5, 7, 14
14, 0, 4, 5, 7, 15
14, 0, 4, 5, 8, 12
14, 0, 4, 5, 8, 13
14, 0, 4, 5, 9, 12
14, 0, 4, 5, 9, 13
14, 0, 4, 5, 10, 11
14, 0, 4, 6, 7, 12
14, 0, 4, 6, 7, 13
14, 0, 4, 6, 8, 10
14, 0, 4, 6, 8, 11
14, 0, 4, 6, 9, 10
14, 0, 4, 6, 9, 11
14, 0, 4, 7, 8, 10
14, 0, 4, 7, 8, 11
14, 0, 4, 7, 9, 10
14, 0, 4, 7, 9, 11
14, 0, 5, 6, 7, 12
14, 0, 5, 6, 7, 13
14, 0, 5, 6, 8, 10
14, 0, 5, 6, 8, 11
14, 0, 5, 6, 9, 10
14, 0, 5, 6, 9, 11
14, 0, 5, 7, 8, 10
14, 0, 5, 7, 8, 11
14, 0, 5, 7, 9, 10
14, 0, 5, 7, 9, 11
14, 0, 6, 7, 8, 9
14, 1, 2, 3, 4, 20
14, 1, 2, 3, 4, 21
14, 1, 2, 3, 5, 20
14, 1, 2, 3, 5, 21
14, 1, 2, 3, 6, 18
14, 1, 2, 3, 6, 19
14, 1, 2, 3, 7, 18
14, 1, 2, 3, 7, 19
14, 1, 2, 3, 8, 16
14, 1, 2, 3, 8, 17
14, 1, 2, 3, 9, 16
14, 1, 2, 3, 9, 17
14, 1, 2, 3, 10, 14
14, 1, 2, 3, 10, 15
14, 1, 2, 3, 11, 14
14, 1, 2, 3, 11, 15
14, 1, 2, 3, 12, 13
14, 1, 2, 4, 5, 18
14, 1, 2, 4, 5, 19
14, 1, 2, 4, 6, 16
14, 1, 2, 4, 6, 17
14, 1, 2, 4, 7, 16
14, 1, 2, 4, 7, 17
14, 1, 2, 4, 8, 14
14, 1, 2, 4, 8, 15
14, 1, 2, 4, 9, 14
14, 1, 2, 4, 9, 15
14, 1, 2, 4, 10, 12
14, 1, 2, 4, 10, 13
14, 1, 2, 4, 11, 12
14, 1, 2, 4, 11, 13
14, 1, 2, 5, 6, 16
14, 1, 2, 5, 6, 17
14, 1, 2, 5, 7, 16
14, 1, 2, 5, 7, 17
14, 1, 2, 5, 8, 14
14, 1, 2, 5, 8, 15
14, 1, 2, 5, 9, 14
14, 1, 2, 5, 9, 15
14, 1, 2, 5, 10, 12
14, 1, 2, 5, 10, 13
14, 1, 2, 5, 11, 12
14, 1, 2, 5, 11, 13
14, 1, 2, 6, 7, 14
14, 1, 2, 6, 7, 15
14, 1, 2, 6, 8, 12
14, 1, 2, 6, 8, 13
14, 1, 2, 6, 9, 12
14, 1, 2, 6, 9, 13
14, 1, 2, 6, 10, 11
14, 1, 2, 7, 8, 12
14, 1, 2, 7, 8, 13
14, 1, 2, 7, 9, 12
14, 1, 2, 7, 9, 13
14, 1, 2, 7, 10, 11
14, 1, 2, 8, 9, 10
14, 1, 2, 8, 9, 11
14, 1, 3, 4, 5, 18
14, 1, 3, 4, 5, 19
14, 1, 3, 4, 6, 16
14, 1, 3, 4, 6, 17
14, 1, 3, 4, 7, 16
14, 1, 3, 4, 7, 17
14, 1, 3, 4, 8, 14
14, 1, 3, 4, 8, 15
14, 1, 3, 4, 9, 14
14, 1, 3, 4, 9, 15
14, 1, 3, 4, 10, 12
14, 1, 3, 4, 10, 13
14, 1, 3, 4, 11, 12
14, 1, 3, 4, 11, 13
14, 1, 3, 5, 6, 16
14, 1, 3, 5, 6, 17
14, 1, 3, 5, 7, 16
14, 1, 3, 5, 7, 17
14, 1, 3, 5, 8, 14
14, 1, 3, 5, 8, 15
14, 1, 3, 5, 9, 14
14, 1, 3, 5, 9, 15
14, 1, 3, 5, 10, 12
14, 1, 3, 5, 10, 13
14, 1, 3, 5, 11, 12
14, 1, 3, 5, 11, 13
14, 1, 3, 6, 7, 14
14, 1, 3, 6, 7, 15
14, 1, 3, 6, 8, 12
14, 1, 3, 6, 8, 13
14, 1, 3, 6, 9, 12
14, 1, 3, 6, 9, 13
14, 1, 3, 6, 10, 11
14, 1, 3, 7, 8, 12
14, 1, 3, 7, 8, 13
14, 1, 3, 7, 9, 12
14, 1, 3, 7, 9, 13
14, 1, 3, 7, 10, 11
14, 1, 3, 8, 9, 10
14, 1, 3, 8, 9, 11
14, 1, 4, 5, 6, 14
14, 1, 4, 5, 6, 15
14, 1, 4, 5, 7, 14
14, 1, 4, 5, 7, 15
14, 1, 4, 5, 8, 12
14, 1, 4, 5, 8, 13
14, 1, 4, 5, 9, 12
14, 1, 4, 5, 9, 13
14, 1, 4, 5, 10, 11
14, 1, 4, 6, 7, 12
14, 1, 4, 6, 7, 13
14, 1, 4, 6, 8, 10
14, 1, 4, 6, 8, 11
14, 1, 4, 6, 9, 10
14, 1, 4, 6, 9, 11
14, 1, 4, 7, 8, 10
14, 1, 4, 7, 8, 11
14, 1, 4, 7, 9, 10
14, 1, 4, 7, 9, 11
14, 1, 5, 6, 7, 12
14, 1, 5, 6, 7, 13
14, 1, 5, 6, 8, 10
14, 1, 5, 6, 8, 11
14, 1, 5, 6, 9, 10
14, 1, 5, 6, 9, 11
14, 1, 5, 7, 8, 10
14, 1, 5, 7, 8, 11
14, 1, 5, 7, 9, 10
14, 1, 5, 7, 9, 11
14, 1, 6, 7, 8, 9
14, 2, 3, 4, 5, 16
14, 2, 3, 4, 5, 17
14, 2, 3, 4, 6, 14
14, 2, 3, 4, 6, 15
14, 2, 3, 4, 7, 14
14, 2, 3, 4, 7, 15
14, 2, 3, 4, 8, 12
14, 2, 3, 4, 8, 13
14, 2, 3, 4, 9, 12
14, 2, 3, 4, 9, 13
14, 2, 3, 4, 10, 11
14, 2, 3, 5, 6, 14
14, 2, 3, 5, 6, 15
14, 2, 3, 5, 7, 14
14, 2, 3, 5, 7, 15
14, 2, 3, 5, 8, 12
14, 2, 3, 5, 8, 13
14, 2, 3, 5, 9, 12
14, 2, 3, 5, 9, 13
14, 2, 3, 5, 10, 11
14, 2, 3, 6, 7, 12
14, 2, 3, 6, 7, 13
14, 2, 3, 6, 8, 10
14, 2, 3, 6, 8, 11
14, 2, 3, 6, 9, 10
14, 2, 3, 6, 9, 11
14, 2, 3, 7, 8, 10
14, 2, 3, 7, 8, 11
14, 2, 3, 7, 9, 10
14, 2, 3, 7, 9, 11
14, 2, 4, 5, 6, 12
14, 2, 4, 5, 6, 13
14, 2, 4, 5, 7, 12
14, 2, 4, 5, 7, 13
14, 2, 4, 5, 8, 10
14, 2, 4, 5, 8, 11
14, 2, 4, 5, 9, 10
14, 2, 4, 5, 9, 11
14, 2, 4, 6, 7, 10
14, 2, 4, 6, 7, 11
14, 2, 4, 6, 8, 9
14, 2, 4, 7, 8, 9
14, 2, 5, 6, 7, 10
14, 2, 5, 6, 7, 11
14, 2, 5, 6, 8, 9
14, 2, 5, 7, 8, 9
14, 3, 4, 5, 6, 12
14, 3, 4, 5, 6, 13
14, 3, 4, 5, 7, 12
14, 3, 4, 5, 7, 13
14, 3, 4, 5, 8, 10
14, 3, 4, 5, 8, 11
14, 3, 4, 5, 9, 10
14, 3, 4, 5, 9, 11
14, 3, 4, 6, 7, 10
14, 3, 4, 6, 7, 11
14, 3, 4, 6, 8, 9
14, 3, 4, 7, 8, 9
14, 3, 5, 6, 7, 10
14, 3, 5, 6, 7, 11
14, 3, 5, 6, 8, 9
14, 3, 5, 7, 8, 9
14, 4, 5, 6, 7, 8
14, 4, 5, 6, 7, 9
