0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,1,1,4,0,0,0,0,0,0,0,0
0,0,0,1,1,3,6,0,0,0,0,0,0,0
0,0,0,1,1,2,4,9,0,0,0,0,0,0
0,0,0,1,1,2,4,7,12,0,0,0,0,0
0,0,0,1,1,2,3,5,9,16,0,0,0,0
0,0,0,1,1,2,3,5,7,13,20,0,0,0
0,0,0,1,1,2,3,4,6,11,16,25,0,0
0,0,0,1,1,2,3,4,6,9,13,21,30,0
