score, v[0], v[1], v[2], v[3]
34, 1, 2, 4, 27
34, 1, 2, 5, 26
34, 1, 2, 6, 25
34, 1, 2, 7, 24
34, 1, 2, 8, 23
34, 1, 2, 9, 22
34, 1, 2, 10, 21
34, 1, 2, 11, 20
34, 1, 2, 12, 19
34, 1, 2, 13, 18
34, 1, 2, 14, 17
34, 1, 2, 15, 16
34, 1, 3, 4, 26
34, 1, 3, 5, 25
34, 1, 3, 6, 24
34, 1, 3, 7, 23
34, 1, 3, 8, 22
34, 1, 3, 9, 21
34, 1, 3, 10, 20
34, 1, 3, 11, 19
34, 1, 3, 12, 18
34, 1, 3, 13, 17
34, 1, 3, 14, 16
34, 1, 4, 5, 24
34, 1, 4, 6, 23
34, 1, 4, 7, 22
34, 1, 4, 8, 21
34, 1, 4, 9, 20
34, 1, 4, 10, 19
34, 1, 4, 11, 18
34, 1, 4, 12, 17
34, 1, 4, 13, 16
34, 1, 4, 14, 15
34, 1, 5, 6, 22
34, 1, 5, 7, 21
34, 1, 5, 8, 20
34, 1, 5, 9, 19
34, 1, 5, 10, 18
34, 1, 5, 11, 17
34, 1, 5, 12, 16
34, 1, 5, 13, 15
34, 1, 6, 7, 20
34, 1, 6, 8, 19
34, 1, 6, 9, 18
34, 1, 6, 10, 17
34, 1, 6, 11, 16
34, 1, 6, 12, 15
34, 1, 6, 13, 14
34, 1, 7, 8, 18
34, 1, 7, 9, 17
34, 1, 7, 10, 16
34, 1, 7, 11, 15
34, 1, 7, 12, 14
34, 1, 8, 9, 16
34, 1, 8, 10, 15
34, 1, 8, 11, 14
34, 1, 8, 12, 13
34, 1, 9, 10, 14
34, 1, 9, 11, 13
34, 1, 10, 11, 12
34, 2, 3, 4, 25
34, 2, 3, 5, 24
34, 2, 3, 6, 23
34, 2, 3, 7, 22
34, 2, 3, 8, 21
34, 2, 3, 9, 20
34, 2, 3, 10, 19
34, 2, 3, 11, 18
34, 2, 3, 12, 17
34, 2, 3, 13, 16
34, 2, 3, 14, 15
34, 2, 4, 5, 23
34, 2, 4, 6, 22
34, 2, 4, 7, 21
34, 2, 4, 8, 20
34, 2, 4, 9, 19
34, 2, 4, 10, 18
34, 2, 4, 11, 17
34, 2, 4, 12, 16
34, 2, 4, 13, 15
34, 2, 5, 6, 21
34, 2, 5, 7, 20
34, 2, 5, 8, 19
34, 2, 5, 9, 18
34, 2, 5, 10, 17
34, 2, 5, 11, 16
34, 2, 5, 12, 15
34, 2, 5, 13, 14
34, 2, 6, 7, 19
34, 2, 6, 8, 18
34, 2, 6, 9, 17
34, 2, 6, 10, 16
34, 2, 6, 11, 15
34, 2, 6, 12, 14
34, 2, 7, 8, 17
34, 2, 7, 9, 16
34, 2, 7, 10, 15
34, 2, 7, 11, 14
34, 2, 7, 12, 13
34, 2, 8, 9, 15
34, 2, 8, 10, 14
34, 2, 8, 11, 13
34, 2, 9, 10, 13
34, 2, 9, 11, 12
34, 3, 4, 5, 22
34, 3, 4, 6, 21
34, 3, 4, 7, 20
34, 3, 4, 8, 19
34, 3, 4, 9, 18
34, 3, 4, 10, 17
34, 3, 4, 11, 16
34, 3, 4, 12, 15
34, 3, 4, 13, 14
34, 3, 5, 6, 20
34, 3, 5, 7, 19
34, 3, 5, 8, 18
34, 3, 5, 9, 17
34, 3, 5, 10, 16
34, 3, 5, 11, 15
34, 3, 5, 12, 14
34, 3, 6, 7, 18
34, 3, 6, 8, 17
34, 3, 6, 9, 16
34, 3, 6, 10, 15
34, 3, 6, 11, 14
34, 3, 6, 12, 13
34, 3, 7, 8, 16
34, 3, 7, 9, 15
34, 3, 7, 10, 14
34, 3, 7, 11, 13
34, 3, 8, 9, 14
34, 3, 8, 10, 13
34, 3, 8, 11, 12
34, 3, 9, 10, 12
34, 4, 5, 6, 19
34, 4, 5, 7, 18
34, 4, 5, 8, 17
34, 4, 5, 9, 16
34, 4, 5, 10, 15
34, 4, 5, 11, 14
34, 4, 5, 12, 13
34, 4, 6, 7, 17
34, 4, 6, 8, 16
34, 4, 6, 9, 15
34, 4, 6, 10, 14
34, 4, 6, 11, 13
34, 4, 7, 8, 15
34, 4, 7, 9, 14
34, 4, 7, 10, 13
34, 4, 7, 11, 12
34, 4, 8, 9, 13
34, 4, 8, 10, 12
34, 4, 9, 10, 11
34, 5, 6, 7, 16
34, 5, 6, 8, 15
34, 5, 6, 9, 14
34, 5, 6, 10, 13
34, 5, 6, 11, 12
34, 5, 7, 8, 14
34, 5, 7, 9, 13
34, 5, 7, 10, 12
34, 5, 8, 9, 12
34, 5, 8, 10, 11
34, 6, 7, 8, 13
34, 6, 7, 9, 12
34, 6, 7, 10, 11
34, 6, 8, 9, 11
34, 7, 8, 9, 10
35, 0, 1, 2, 32
35, 0, 1, 3, 31
35, 0, 1, 4, 30
35, 0, 1, 5, 29
35, 0, 1, 6, 28
35, 0, 1, 7, 27
35, 0, 1, 8, 26
35, 0, 1, 9, 25
35, 0, 1, 10, 24
35, 0, 1, 11, 23
35, 0, 1, 12, 22
35, 0, 1, 13, 21
35, 0, 1, 14, 20
35, 0, 1, 15, 19
35, 0, 1, 16, 18
35, 0, 2, 3, 30
35, 0, 2, 4, 29
35, 0, 2, 5, 28
35, 0, 2, 6, 27
35, 0, 2, 7, 26
35, 0, 2, 8, 25
35, 0, 2, 9, 24
35, 0, 2, 10, 23
35, 0, 2, 11, 22
35, 0, 2, 12, 21
35, 0, 2, 13, 20
35, 0, 2, 14, 19
35, 0, 2, 15, 18
35, 0, 2, 16, 17
35, 0, 3, 4, 28
35, 0, 3, 5, 27
35, 0, 3, 6, 26
35, 0, 3, 7, 25
35, 0, 3, 8, 24
35, 0, 3, 9, 23
35, 0, 3, 10, 22
35, 0, 3, 11, 21
35, 0, 3, 12, 20
35, 0, 3, 13, 19
35, 0, 3, 14, 18
35, 0, 3, 15, 17
35, 0, 4, 5, 26
35, 0, 4, 6, 25
35, 0, 4, 7, 24
35, 0, 4, 8, 23
35, 0, 4, 9, 22
35, 0, 4, 10, 21
35, 0, 4, 11, 20
35, 0, 4, 12, 19
35, 0, 4, 13, 18
35, 0, 4, 14, 17
35, 0, 4, 15, 16
35, 0, 5, 6, 24
35, 0, 5, 7, 23
35, 0, 5, 8, 22
35, 0, 5, 9, 21
35, 0, 5, 10, 20
35, 0, 5, 11, 19
35, 0, 5, 12, 18
35, 0, 5, 13, 17
35, 0, 5, 14, 16
35, 0, 6, 7, 22
35, 0, 6, 8, 21
35, 0, 6, 9, 20
35, 0, 6, 10, 19
35, 0, 6, 11, 18
35, 0, 6, 12, 17
35, 0, 6, 13, 16
35, 0, 6, 14, 15
35, 0, 7, 8, 20
35, 0, 7, 9, 19
35, 0, 7, 10, 18
35, 0, 7, 11, 17
35, 0, 7, 12, 16
35, 0, 7, 13, 15
35, 0, 8, 9, 18
35, 0, 8, 10, 17
35, 0, 8, 11, 16
35, 0, 8, 12, 15
35, 0, 8, 13, 14
35, 0, 9, 10, 16
35, 0, 9, 11, 15
35, 0, 9, 12, 14
35, 0, 10, 11, 14
35, 0, 10, 12, 13
35, 1, 2, 3, 29
35, 1, 2, 4, 28
35, 1, 2, 5, 27
35, 1, 2, 6, 26
35, 1, 2, 7, 25
35, 1, 2, 8, 24
35, 1, 2, 9, 23
35, 1, 2, 10, 22
35, 1, 2, 11, 21
35, 1, 2, 12, 20
35, 1, 2, 13, 19
35, 1, 2, 14, 18
35, 1, 2, 15, 17
35, 1, 3, 4, 27
35, 1, 3, 5, 26
35, 1, 3, 6, 25
35, 1, 3, 7, 24
35, 1, 3, 8, 23
35, 1, 3, 9, 22
35, 1, 3, 10, 21
35, 1, 3, 11, 20
35, 1, 3, 12, 19
35, 1, 3, 13, 18
35, 1, 3, 14, 17
35, 1, 3, 15, 16
35, 1, 4, 5, 25
35, 1, 4, 6, 24
35, 1, 4, 7, 23
35, 1, 4, 8, 22
35, 1, 4, 9, 21
35, 1, 4, 10, 20
35, 1, 4, 11, 19
35, 1, 4, 12, 18
35, 1, 4, 13, 17
35, 1, 4, 14, 16
35, 1, 5, 6, 23
35, 1, 5, 7, 22
35, 1, 5, 8, 21
35, 1, 5, 9, 20
35, 1, 5, 10, 19
35, 1, 5, 11, 18
35, 1, 5, 12, 17
35, 1, 5, 13, 16
35, 1, 5, 14, 15
35, 1, 6, 7, 21
35, 1, 6, 8, 20
35, 1, 6, 9, 19
35, 1, 6, 10, 18
35, 1, 6, 11, 17
35, 1, 6, 12, 16
35, 1, 6, 13, 15
35, 1, 7, 8, 19
35, 1, 7, 9, 18
35, 1, 7, 10, 17
35, 1, 7, 11, 16
35, 1, 7, 12, 15
35, 1, 7, 13, 14
35, 1, 8, 9, 17
35, 1, 8, 10, 16
35, 1, 8, 11, 15
35, 1, 8, 12, 14
35, 1, 9, 10, 15
35, 1, 9, 11, 14
35, 1, 9, 12, 13
35, 1, 10, 11, 13
35, 2, 3, 4, 26
35, 2, 3, 5, 25
35, 2, 3, 6, 24
35, 2, 3, 7, 23
35, 2, 3, 8, 22
35, 2, 3, 9, 21
35, 2, 3, 10, 20
35, 2, 3, 11, 19
35, 2, 3, 12, 18
35, 2, 3, 13, 17
35, 2, 3, 14, 16
35, 2, 4, 5, 24
35, 2, 4, 6, 23
35, 2, 4, 7, 22
35, 2, 4, 8, 21
35, 2, 4, 9, 20
35, 2, 4, 10, 19
35, 2, 4, 11, 18
35, 2, 4, 12, 17
35, 2, 4, 13, 16
35, 2, 4, 14, 15
35, 2, 5, 6, 22
35, 2, 5, 7, 21
35, 2, 5, 8, 20
35, 2, 5, 9, 19
35, 2, 5, 10, 18
35, 2, 5, 11, 17
35, 2, 5, 12, 16
35, 2, 5, 13, 15
35, 2, 6, 7, 20
35, 2, 6, 8, 19
35, 2, 6, 9, 18
35, 2, 6, 10, 17
35, 2, 6, 11, 16
35, 2, 6, 12, 15
35, 2, 6, 13, 14
35, 2, 7, 8, 18
35, 2, 7, 9, 17
35, 2, 7, 10, 16
35, 2, 7, 11, 15
35, 2, 7, 12, 14
35, 2, 8, 9, 16
35, 2, 8, 10, 15
35, 2, 8, 11, 14
35, 2, 8, 12, 13
35, 2, 9, 10, 14
35, 2, 9, 11, 13
35, 2, 10, 11, 12
35, 3, 4, 5, 23
35, 3, 4, 6, 22
35, 3, 4, 7, 21
35, 3, 4, 8, 20
35, 3, 4, 9, 19
35, 3, 4, 10, 18
35, 3, 4, 11, 17
35, 3, 4, 12, 16
35, 3, 4, 13, 15
35, 3, 5, 6, 21
35, 3, 5, 7, 20
35, 3, 5, 8, 19
35, 3, 5, 9, 18
35, 3, 5, 10, 17
35, 3, 5, 11, 16
35, 3, 5, 12, 15
35, 3, 5, 13, 14
35, 3, 6, 7, 19
35, 3, 6, 8, 18
35, 3, 6, 9, 17
35, 3, 6, 10, 16
35, 3, 6, 11, 15
35, 3, 6, 12, 14
35, 3, 7, 8, 17
35, 3, 7, 9, 16
35, 3, 7, 10, 15
35, 3, 7, 11, 14
35, 3, 7, 12, 13
35, 3, 8, 9, 15
35, 3, 8, 10, 14
35, 3, 8, 11, 13
35, 3, 9, 10, 13
35, 3, 9, 11, 12
35, 4, 5, 6, 20
35, 4, 5, 7, 19
35, 4, 5, 8, 18
35, 4, 5, 9, 17
35, 4, 5, 10, 16
35, 4, 5, 11, 15
35, 4, 5, 12, 14
35, 4, 6, 7, 18
35, 4, 6, 8, 17
35, 4, 6, 9, 16
35, 4, 6, 10, 15
35, 4, 6, 11, 14
35, 4, 6, 12, 13
35, 4, 7, 8, 16
35, 4, 7, 9, 15
35, 4, 7, 10, 14
35, 4, 7, 11, 13
35, 4, 8, 9, 14
35, 4, 8, 10, 13
35, 4, 8, 11, 12
35, 4, 9, 10, 12
35, 5, 6, 7, 17
35, 5, 6, 8, 16
35, 5, 6, 9, 15
35, 5, 6, 10, 14
35, 5, 6, 11, 13
35, 5, 7, 8, 15
35, 5, 7, 9, 14
35, 5, 7, 10, 13
35, 5, 7, 11, 12
35, 5, 8, 9, 13
35, 5, 8, 10, 12
35, 5, 9, 10, 11
35, 6, 7, 8, 14
35, 6, 7, 9, 13
35, 6, 7, 10, 12
35, 6, 8, 9, 12
35, 6, 8, 10, 11
35, 7, 8, 9, 11
36, 0, 1, 2, 33
36, 0, 1, 3, 32
36, 0, 1, 4, 31
36, 0, 1, 5, 30
36, 0, 1, 6, 29
36, 0, 1, 7, 28
36, 0, 1, 8, 27
36, 0, 1, 9, 26
36, 0, 1, 10, 25
36, 0, 1, 11, 24
36, 0, 1, 12, 23
36, 0, 1, 13, 22
36, 0, 1, 14, 21
36, 0, 1, 15, 20
36, 0, 1, 16, 19
36, 0, 1, 17, 18
36, 0, 2, 3, 31
36, 0, 2, 4, 30
36, 0, 2, 5, 29
36, 0, 2, 6, 28
36, 0, 2, 7, 27
36, 0, 2, 8, 26
36, 0, 2, 9, 25
36, 0, 2, 10, 24
36, 0, 2, 11, 23
36, 0, 2, 12, 22
36, 0, 2, 13, 21
36, 0, 2, 14, 20
36, 0, 2, 15, 19
36, 0, 2, 16, 18
36, 0, 3, 4, 29
36, 0, 3, 5, 28
36, 0, 3, 6, 27
36, 0, 3, 7, 26
36, 0, 3, 8, 25
36, 0, 3, 9, 24
36, 0, 3, 10, 23
36, 0, 3, 11, 22
36, 0, 3, 12, 21
36, 0, 3, 13, 20
36, 0, 3, 14, 19
36, 0, 3, 15, 18
36, 0, 3, 16, 17
36, 0, 4, 5, 27
36, 0, 4, 6, 26
36, 0, 4, 7, 25
36, 0, 4, 8, 24
36, 0, 4, 9, 23
36, 0, 4, 10, 22
36, 0, 4, 11, 21
36, 0, 4, 12, 20
36, 0, 4, 13, 19
36, 0, 4, 14, 18
36, 0, 4, 15, 17
36, 0, 5, 6, 25
36, 0, 5, 7, 24
36, 0, 5, 8, 23
36, 0, 5, 9, 22
36, 0, 5, 10, 21
36, 0, 5, 11, 20
36, 0, 5, 12, 19
36, 0, 5, 13, 18
36, 0, 5, 14, 17
36, 0, 5, 15, 16
36, 0, 6, 7, 23
36, 0, 6, 8, 22
36, 0, 6, 9, 21
36, 0, 6, 10, 20
36, 0, 6, 11, 19
36, 0, 6, 12, 18
36, 0, 6, 13, 17
36, 0, 6, 14, 16
36, 0, 7, 8, 21
36, 0, 7, 9, 20
36, 0, 7, 10, 19
36, 0, 7, 11, 18
36, 0, 7, 12, 17
36, 0, 7, 13, 16
36, 0, 7, 14, 15
36, 0, 8, 9, 19
36, 0, 8, 10, 18
36, 0, 8, 11, 17
36, 0, 8, 12, 16
36, 0, 8, 13, 15
36, 0, 9, 10, 17
36, 0, 9, 11, 16
36, 0, 9, 12, 15
36, 0, 9, 13, 14
36, 0, 10, 11, 15
36, 0, 10, 12, 14
36, 0, 11, 12, 13
36, 1, 2, 3, 30
36, 1, 2, 4, 29
36, 1, 2, 5, 28
36, 1, 2, 6, 27
36, 1, 2, 7, 26
36, 1, 2, 8, 25
36, 1, 2, 9, 24
36, 1, 2, 10, 23
36, 1, 2, 11, 22
36, 1, 2, 12, 21
36, 1, 2, 13, 20
36, 1, 2, 14, 19
36, 1, 2, 15, 18
36, 1, 2, 16, 17
36, 1, 3, 4, 28
36, 1, 3, 5, 27
36, 1, 3, 6, 26
36, 1, 3, 7, 25
36, 1, 3, 8, 24
36, 1, 3, 9, 23
36, 1, 3, 10, 22
36, 1, 3, 11, 21
36, 1, 3, 12, 20
36, 1, 3, 13, 19
36, 1, 3, 14, 18
36, 1, 3, 15, 17
36, 1, 4, 5, 26
36, 1, 4, 6, 25
36, 1, 4, 7, 24
36, 1, 4, 8, 23
36, 1, 4, 9, 22
36, 1, 4, 10, 21
36, 1, 4, 11, 20
36, 1, 4, 12, 19
36, 1, 4, 13, 18
36, 1, 4, 14, 17
36, 1, 4, 15, 16
36, 1, 5, 6, 24
36, 1, 5, 7, 23
36, 1, 5, 8, 22
36, 1, 5, 9, 21
36, 1, 5, 10, 20
36, 1, 5, 11, 19
36, 1, 5, 12, 18
36, 1, 5, 13, 17
36, 1, 5, 14, 16
36, 1, 6, 7, 22
36, 1, 6, 8, 21
36, 1, 6, 9, 20
36, 1, 6, 10, 19
36, 1, 6, 11, 18
36, 1, 6, 12, 17
36, 1, 6, 13, 16
36, 1, 6, 14, 15
36, 1, 7, 8, 20
36, 1, 7, 9, 19
36, 1, 7, 10, 18
36, 1, 7, 11, 17
36, 1, 7, 12, 16
36, 1, 7, 13, 15
36, 1, 8, 9, 18
36, 1, 8, 10, 17
36, 1, 8, 11, 16
36, 1, 8, 12, 15
36, 1, 8, 13, 14
36, 1, 9, 10, 16
36, 1, 9, 11, 15
36, 1, 9, 12, 14
36, 1, 10, 11, 14
36, 1, 10, 12, 13
36, 2, 3, 4, 27
36, 2, 3, 5, 26
36, 2, 3, 6, 25
36, 2, 3, 7, 24
36, 2, 3, 8, 23
36, 2, 3, 9, 22
36, 2, 3, 10, 21
36, 2, 3, 11, 20
36, 2, 3, 12, 19
36, 2, 3, 13, 18
36, 2, 3, 14, 17
36, 2, 3, 15, 16
36, 2, 4, 5, 25
36, 2, 4, 6, 24
36, 2, 4, 7, 23
36, 2, 4, 8, 22
36, 2, 4, 9, 21
36, 2, 4, 10, 20
36, 2, 4, 11, 19
36, 2, 4, 12, 18
36, 2, 4, 13, 17
36, 2, 4, 14, 16
36, 2, 5, 6, 23
36, 2, 5, 7, 22
36, 2, 5, 8, 21
36, 2, 5, 9, 20
36, 2, 5, 10, 19
36, 2, 5, 11, 18
36, 2, 5, 12, 17
36, 2, 5, 13, 16
36, 2, 5, 14, 15
36, 2, 6, 7, 21
36, 2, 6, 8, 20
36, 2, 6, 9, 19
36, 2, 6, 10, 18
36, 2, 6, 11, 17
36, 2, 6, 12, 16
36, 2, 6, 13, 15
36, 2, 7, 8, 19
36, 2, 7, 9, 18
36, 2, 7, 10, 17
36, 2, 7, 11, 16
36, 2, 7, 12, 15
36, 2, 7, 13, 14
36, 2, 8, 9, 17
36, 2, 8, 10, 16
36, 2, 8, 11, 15
36, 2, 8, 12, 14
36, 2, 9, 10, 15
36, 2, 9, 11, 14
36, 2, 9, 12, 13
36, 2, 10, 11, 13
36, 3, 4, 5, 24
36, 3, 4, 6, 23
36, 3, 4, 7, 22
36, 3, 4, 8, 21
36, 3, 4, 9, 20
36, 3, 4, 10, 19
36, 3, 4, 11, 18
36, 3, 4, 12, 17
36, 3, 4, 13, 16
36, 3, 4, 14, 15
36, 3, 5, 6, 22
36, 3, 5, 7, 21
36, 3, 5, 8, 20
36, 3, 5, 9, 19
36, 3, 5, 10, 18
36, 3, 5, 11, 17
36, 3, 5, 12, 16
36, 3, 5, 13, 15
36, 3, 6, 7, 20
36, 3, 6, 8, 19
36, 3, 6, 9, 18
36, 3, 6, 10, 17
36, 3, 6, 11, 16
36, 3, 6, 12, 15
36, 3, 6, 13, 14
36, 3, 7, 8, 18
36, 3, 7, 9, 17
36, 3, 7, 10, 16
36, 3, 7, 11, 15
36, 3, 7, 12, 14
36, 3, 8, 9, 16
36, 3, 8, 10, 15
36, 3, 8, 11, 14
36, 3, 8, 12, 13
36, 3, 9, 10, 14
36, 3, 9, 11, 13
36, 3, 10, 11, 12
36, 4, 5, 6, 21
36, 4, 5, 7, 20
36, 4, 5, 8, 19
36, 4, 5, 9, 18
36, 4, 5, 10, 17
36, 4, 5, 11, 16
36, 4, 5, 12, 15
36, 4, 5, 13, 14
36, 4, 6, 7, 19
36, 4, 6, 8, 18
36, 4, 6, 9, 17
36, 4, 6, 10, 16
36, 4, 6, 11, 15
36, 4, 6, 12, 14
36, 4, 7, 8, 17
36, 4, 7, 9, 16
36, 4, 7, 10, 15
36, 4, 7, 11, 14
36, 4, 7, 12, 13
36, 4, 8, 9, 15
36, 4, 8, 10, 14
36, 4, 8, 11, 13
36, 4, 9, 10, 13
36, 4, 9, 11, 12
36, 5, 6, 7, 18
36, 5, 6, 8, 17
36, 5, 6, 9, 16
36, 5, 6, 10, 15
36, 5, 6, 11, 14
36, 5, 6, 12, 13
36, 5, 7, 8, 16
36, 5, 7, 9, 15
36, 5, 7, 10, 14
36, 5, 7, 11, 13
36, 5, 8, 9, 14
36, 5, 8, 10, 13
36, 5, 8, 11, 12
36, 5, 9, 10, 12
36, 6, 7, 8, 15
36, 6, 7, 9, 14
36, 6, 7, 10, 13
36, 6, 7, 11, 12
36, 6, 8, 9, 13
36, 6, 8, 10, 12
36, 6, 9, 10, 11
36, 7, 8, 9, 12
36, 7, 8, 10, 11
37, 0, 1, 2, 34
37, 0, 1, 3, 33
37, 0, 1, 4, 32
37, 0, 1, 5, 31
37, 0, 1, 6, 30
37, 0, 1, 7, 29
37, 0, 1, 8, 28
37, 0, 1, 9, 27
37, 0, 1, 10, 26
37, 0, 1, 11, 25
37, 0, 1, 12, 24
37, 0, 1, 13, 23
37, 0, 1, 14, 22
37, 0, 1, 15, 21
37, 0, 1, 16, 20
37, 0, 1, 17, 19
37, 0, 2, 3, 32
37, 0, 2, 4, 31
37, 0, 2, 5, 30
37, 0, 2, 6, 29
37, 0, 2, 7, 28
37, 0, 2, 8, 27
37, 0, 2, 9, 26
37, 0, 2, 10, 25
37, 0, 2, 11, 24
37, 0, 2, 12, 23
37, 0, 2, 13, 22
37, 0, 2, 14, 21
37, 0, 2, 15, 20
37, 0, 2, 16, 19
37, 0, 2, 17, 18
37, 0, 3, 4, 30
37, 0, 3, 5, 29
37, 0, 3, 6, 28
37, 0, 3, 7, 27
37, 0, 3, 8, 26
37, 0, 3, 9, 25
37, 0, 3, 10, 24
37, 0, 3, 11, 23
37, 0, 3, 12, 22
37, 0, 3, 13, 21
37, 0, 3, 14, 20
37, 0, 3, 15, 19
37, 0, 3, 16, 18
37, 0, 4, 5, 28
37, 0, 4, 6, 27
37, 0, 4, 7, 26
37, 0, 4, 8, 25
37, 0, 4, 9, 24
37, 0, 4, 10, 23
37, 0, 4, 11, 22
37, 0, 4, 12, 21
37, 0, 4, 13, 20
37, 0, 4, 14, 19
37, 0, 4, 15, 18
37, 0, 4, 16, 17
37, 0, 5, 6, 26
37, 0, 5, 7, 25
37, 0, 5, 8, 24
37, 0, 5, 9, 23
37, 0, 5, 10, 22
37, 0, 5, 11, 21
37, 0, 5, 12, 20
37, 0, 5, 13, 19
37, 0, 5, 14, 18
37, 0, 5, 15, 17
37, 0, 6, 7, 24
37, 0, 6, 8, 23
37, 0, 6, 9, 22
37, 0, 6, 10, 21
37, 0, 6, 11, 20
37, 0, 6, 12, 19
37, 0, 6, 13, 18
37, 0, 6, 14, 17
37, 0, 6, 15, 16
37, 0, 7, 8, 22
37, 0, 7, 9, 21
37, 0, 7, 10, 20
37, 0, 7, 11, 19
37, 0, 7, 12, 18
37, 0, 7, 13, 17
37, 0, 7, 14, 16
37, 0, 8, 9, 20
37, 0, 8, 10, 19
37, 0, 8, 11, 18
37, 0, 8, 12, 17
37, 0, 8, 13, 16
37, 0, 8, 14, 15
37, 0, 9, 10, 18
37, 0, 9, 11, 17
37, 0, 9, 12, 16
37, 0, 9, 13, 15
37, 0, 10, 11, 16
37, 0, 10, 12, 15
37, 0, 10, 13, 14
37, 0, 11, 12, 14
37, 1, 2, 3, 31
37, 1, 2, 4, 30
37, 1, 2, 5, 29
37, 1, 2, 6, 28
37, 1, 2, 7, 27
37, 1, 2, 8, 26
37, 1, 2, 9, 25
37, 1, 2, 10, 24
37, 1, 2, 11, 23
37, 1, 2, 12, 22
37, 1, 2, 13, 21
37, 1, 2, 14, 20
37, 1, 2, 15, 19
37, 1, 2, 16, 18
37, 1, 3, 4, 29
37, 1, 3, 5, 28
37, 1, 3, 6, 27
37, 1, 3, 7, 26
37, 1, 3, 8, 25
37, 1, 3, 9, 24
37, 1, 3, 10, 23
37, 1, 3, 11, 22
37, 1, 3, 12, 21
37, 1, 3, 13, 20
37, 1, 3, 14, 19
37, 1, 3, 15, 18
37, 1, 3, 16, 17
37, 1, 4, 5, 27
37, 1, 4, 6, 26
37, 1, 4, 7, 25
37, 1, 4, 8, 24
37, 1, 4, 9, 23
37, 1, 4, 10, 22
37, 1, 4, 11, 21
37, 1, 4, 12, 20
37, 1, 4, 13, 19
37, 1, 4, 14, 18
37, 1, 4, 15, 17
37, 1, 5, 6, 25
37, 1, 5, 7, 24
37, 1, 5, 8, 23
37, 1, 5, 9, 22
37, 1, 5, 10, 21
37, 1, 5, 11, 20
37, 1, 5, 12, 19
37, 1, 5, 13, 18
37, 1, 5, 14, 17
37, 1, 5, 15, 16
37, 1, 6, 7, 23
37, 1, 6, 8, 22
37, 1, 6, 9, 21
37, 1, 6, 10, 20
37, 1, 6, 11, 19
37, 1, 6, 12, 18
37, 1, 6, 13, 17
37, 1, 6, 14, 16
37, 1, 7, 8, 21
37, 1, 7, 9, 20
37, 1, 7, 10, 19
37, 1, 7, 11, 18
37, 1, 7, 12, 17
37, 1, 7, 13, 16
37, 1, 7, 14, 15
37, 1, 8, 9, 19
37, 1, 8, 10, 18
37, 1, 8, 11, 17
37, 1, 8, 12, 16
37, 1, 8, 13, 15
37, 1, 9, 10, 17
37, 1, 9, 11, 16
37, 1, 9, 12, 15
37, 1, 9, 13, 14
37, 1, 10, 11, 15
37, 1, 10, 12, 14
37, 1, 11, 12, 13
37, 2, 3, 4, 28
37, 2, 3, 5, 27
37, 2, 3, 6, 26
37, 2, 3, 7, 25
37, 2, 3, 8, 24
37, 2, 3, 9, 23
37, 2, 3, 10, 22
37, 2, 3, 11, 21
37, 2, 3, 12, 20
37, 2, 3, 13, 19
37, 2, 3, 14, 18
37, 2, 3, 15, 17
37, 2, 4, 5, 26
37, 2, 4, 6, 25
37, 2, 4, 7, 24
37, 2, 4, 8, 23
37, 2, 4, 9, 22
37, 2, 4, 10, 21
37, 2, 4, 11, 20
37, 2, 4, 12, 19
37, 2, 4, 13, 18
37, 2, 4, 14, 17
37, 2, 4, 15, 16
37, 2, 5, 6, 24
37, 2, 5, 7, 23
37, 2, 5, 8, 22
37, 2, 5, 9, 21
37, 2, 5, 10, 20
37, 2, 5, 11, 19
37, 2, 5, 12, 18
37, 2, 5, 13, 17
37, 2, 5, 14, 16
37, 2, 6, 7, 22
37, 2, 6, 8, 21
37, 2, 6, 9, 20
37, 2, 6, 10, 19
37, 2, 6, 11, 18
37, 2, 6, 12, 17
37, 2, 6, 13, 16
37, 2, 6, 14, 15
37, 2, 7, 8, 20
37, 2, 7, 9, 19
37, 2, 7, 10, 18
37, 2, 7, 11, 17
37, 2, 7, 12, 16
37, 2, 7, 13, 15
37, 2, 8, 9, 18
37, 2, 8, 10, 17
37, 2, 8, 11, 16
37, 2, 8, 12, 15
37, 2, 8, 13, 14
37, 2, 9, 10, 16
37, 2, 9, 11, 15
37, 2, 9, 12, 14
37, 2, 10, 11, 14
37, 2, 10, 12, 13
37, 3, 4, 5, 25
37, 3, 4, 6, 24
37, 3, 4, 7, 23
37, 3, 4, 8, 22
37, 3, 4, 9, 21
37, 3, 4, 10, 20
37, 3, 4, 11, 19
37, 3, 4, 12, 18
37, 3, 4, 13, 17
37, 3, 4, 14, 16
37, 3, 5, 6, 23
37, 3, 5, 7, 22
37, 3, 5, 8, 21
37, 3, 5, 9, 20
37, 3, 5, 10, 19
37, 3, 5, 11, 18
37, 3, 5, 12, 17
37, 3, 5, 13, 16
37, 3, 5, 14, 15
37, 3, 6, 7, 21
37, 3, 6, 8, 20
37, 3, 6, 9, 19
37, 3, 6, 10, 18
37, 3, 6, 11, 17
37, 3, 6, 12, 16
37, 3, 6, 13, 15
37, 3, 7, 8, 19
37, 3, 7, 9, 18
37, 3, 7, 10, 17
37, 3, 7, 11, 16
37, 3, 7, 12, 15
37, 3, 7, 13, 14
37, 3, 8, 9, 17
37, 3, 8, 10, 16
37, 3, 8, 11, 15
37, 3, 8, 12, 14
