score, v[0], v[1], v[2], v[3]
37, 3, 9, 10, 15
37, 3, 9, 11, 14
37, 3, 9, 12, 13
37, 3, 10, 11, 13
37, 4, 5, 6, 22
37, 4, 5, 7, 21
37, 4, 5, 8, 20
37, 4, 5, 9, 19
37, 4, 5, 10, 18
37, 4, 5, 11, 17
37, 4, 5, 12, 16
37, 4, 5, 13, 15
37, 4, 6, 7, 20
37, 4, 6, 8, 19
37, 4, 6, 9, 18
37, 4, 6, 10, 17
37, 4, 6, 11, 16
37, 4, 6, 12, 15
37, 4, 6, 13, 14
37, 4, 7, 8, 18
37, 4, 7, 9, 17
37, 4, 7, 10, 16
37, 4, 7, 11, 15
37, 4, 7, 12, 14
37, 4, 8, 9, 16
37, 4, 8, 10, 15
37, 4, 8, 11, 14
37, 4, 8, 12, 13
37, 4, 9, 10, 14
37, 4, 9, 11, 13
37, 4, 10, 11, 12
37, 5, 6, 7, 19
37, 5, 6, 8, 18
37, 5, 6, 9, 17
37, 5, 6, 10, 16
37, 5, 6, 11, 15
37, 5, 6, 12, 14
37, 5, 7, 8, 17
37, 5, 7, 9, 16
37, 5, 7, 10, 15
37, 5, 7, 11, 14
37, 5, 7, 12, 13
37, 5, 8, 9, 15
37, 5, 8, 10, 14
37, 5, 8, 11, 13
37, 5, 9, 10, 13
37, 5, 9, 11, 12
37, 6, 7, 8, 16
37, 6, 7, 9, 15
37, 6, 7, 10, 14
37, 6, 7, 11, 13
37, 6, 8, 9, 14
37, 6, 8, 10, 13
37, 6, 8, 11, 12
37, 6, 9, 10, 12
37, 7, 8, 9, 13
37, 7, 8, 10, 12
37, 7, 9, 10, 11
38, 0, 1, 2, 35
38, 0, 1, 3, 34
38, 0, 1, 4, 33
38, 0, 1, 5, 32
38, 0, 1, 6, 31
38, 0, 1, 7, 30
38, 0, 1, 8, 29
38, 0, 1, 9, 28
38, 0, 1, 10, 27
38, 0, 1, 11, 26
38, 0, 1, 12, 25
38, 0, 1, 13, 24
38, 0, 1, 14, 23
38, 0, 1, 15, 22
38, 0, 1, 16, 21
38, 0, 1, 17, 20
38, 0, 1, 18, 19
38, 0, 2, 3, 33
38, 0, 2, 4, 32
38, 0, 2, 5, 31
38, 0, 2, 6, 30
38, 0, 2, 7, 29
38, 0, 2, 8, 28
38, 0, 2, 9, 27
38, 0, 2, 10, 26
38, 0, 2, 11, 25
38, 0, 2, 12, 24
38, 0, 2, 13, 23
38, 0, 2, 14, 22
38, 0, 2, 15, 21
38, 0, 2, 16, 20
38, 0, 2, 17, 19
38, 0, 3, 4, 31
38, 0, 3, 5, 30
38, 0, 3, 6, 29
38, 0, 3, 7, 28
38, 0, 3, 8, 27
38, 0, 3, 9, 26
38, 0, 3, 10, 25
38, 0, 3, 11, 24
38, 0, 3, 12, 23
38, 0, 3, 13, 22
38, 0, 3, 14, 21
38, 0, 3, 15, 20
38, 0, 3, 16, 19
38, 0, 3, 17, 18
38, 0, 4, 5, 29
38, 0, 4, 6, 28
38, 0, 4, 7, 27
38, 0, 4, 8, 26
38, 0, 4, 9, 25
38, 0, 4, 10, 24
38, 0, 4, 11, 23
38, 0, 4, 12, 22
38, 0, 4, 13, 21
38, 0, 4, 14, 20
38, 0, 4, 15, 19
38, 0, 4, 16, 18
38, 0, 5, 6, 27
38, 0, 5, 7, 26
38, 0, 5, 8, 25
38, 0, 5, 9, 24
38, 0, 5, 10, 23
38, 0, 5, 11, 22
38, 0, 5, 12, 21
38, 0, 5, 13, 20
38, 0, 5, 14, 19
38, 0, 5, 15, 18
38, 0, 5, 16, 17
38, 0, 6, 7, 25
38, 0, 6, 8, 24
38, 0, 6, 9, 23
38, 0, 6, 10, 22
38, 0, 6, 11, 21
38, 0, 6, 12, 20
38, 0, 6, 13, 19
38, 0, 6, 14, 18
38, 0, 6, 15, 17
38, 0, 7, 8, 23
38, 0, 7, 9, 22
38, 0, 7, 10, 21
38, 0, 7, 11, 20
38, 0, 7, 12, 19
38, 0, 7, 13, 18
38, 0, 7, 14, 17
38, 0, 7, 15, 16
38, 0, 8, 9, 21
38, 0, 8, 10, 20
38, 0, 8, 11, 19
38, 0, 8, 12, 18
38, 0, 8, 13, 17
38, 0, 8, 14, 16
38, 0, 9, 10, 19
38, 0, 9, 11, 18
38, 0, 9, 12, 17
38, 0, 9, 13, 16
38, 0, 9, 14, 15
38, 0, 10, 11, 17
38, 0, 10, 12, 16
38, 0, 10, 13, 15
38, 0, 11, 12, 15
38, 0, 11, 13, 14
38, 1, 2, 3, 32
38, 1, 2, 4, 31
38, 1, 2, 5, 30
38, 1, 2, 6, 29
38, 1, 2, 7, 28
38, 1, 2, 8, 27
38, 1, 2, 9, 26
38, 1, 2, 10, 25
38, 1, 2, 11, 24
38, 1, 2, 12, 23
38, 1, 2, 13, 22
38, 1, 2, 14, 21
38, 1, 2, 15, 20
38, 1, 2, 16, 19
38, 1, 2, 17, 18
38, 1, 3, 4, 30
38, 1, 3, 5, 29
38, 1, 3, 6, 28
38, 1, 3, 7, 27
38, 1, 3, 8, 26
38, 1, 3, 9, 25
38, 1, 3, 10, 24
38, 1, 3, 11, 23
38, 1, 3, 12, 22
38, 1, 3, 13, 21
38, 1, 3, 14, 20
38, 1, 3, 15, 19
38, 1, 3, 16, 18
38, 1, 4, 5, 28
38, 1, 4, 6, 27
38, 1, 4, 7, 26
38, 1, 4, 8, 25
38, 1, 4, 9, 24
38, 1, 4, 10, 23
38, 1, 4, 11, 22
38, 1, 4, 12, 21
38, 1, 4, 13, 20
38, 1, 4, 14, 19
38, 1, 4, 15, 18
38, 1, 4, 16, 17
38, 1, 5, 6, 26
38, 1, 5, 7, 25
38, 1, 5, 8, 24
38, 1, 5, 9, 23
38, 1, 5, 10, 22
38, 1, 5, 11, 21
38, 1, 5, 12, 20
38, 1, 5, 13, 19
38, 1, 5, 14, 18
38, 1, 5, 15, 17
38, 1, 6, 7, 24
38, 1, 6, 8, 23
38, 1, 6, 9, 22
38, 1, 6, 10, 21
38, 1, 6, 11, 20
38, 1, 6, 12, 19
38, 1, 6, 13, 18
38, 1, 6, 14, 17
38, 1, 6, 15, 16
38, 1, 7, 8, 22
38, 1, 7, 9, 21
38, 1, 7, 10, 20
38, 1, 7, 11, 19
38, 1, 7, 12, 18
38, 1, 7, 13, 17
38, 1, 7, 14, 16
38, 1, 8, 9, 20
38, 1, 8, 10, 19
38, 1, 8, 11, 18
38, 1, 8, 12, 17
38, 1, 8, 13, 16
38, 1, 8, 14, 15
38, 1, 9, 10, 18
38, 1, 9, 11, 17
38, 1, 9, 12, 16
38, 1, 9, 13, 15
38, 1, 10, 11, 16
38, 1, 10, 12, 15
38, 1, 10, 13, 14
38, 1, 11, 12, 14
38, 2, 3, 4, 29
38, 2, 3, 5, 28
38, 2, 3, 6, 27
38, 2, 3, 7, 26
38, 2, 3, 8, 25
38, 2, 3, 9, 24
38, 2, 3, 10, 23
38, 2, 3, 11, 22
38, 2, 3, 12, 21
38, 2, 3, 13, 20
38, 2, 3, 14, 19
38, 2, 3, 15, 18
38, 2, 3, 16, 17
38, 2, 4, 5, 27
38, 2, 4, 6, 26
38, 2, 4, 7, 25
38, 2, 4, 8, 24
38, 2, 4, 9, 23
38, 2, 4, 10, 22
38, 2, 4, 11, 21
38, 2, 4, 12, 20
38, 2, 4, 13, 19
38, 2, 4, 14, 18
38, 2, 4, 15, 17
38, 2, 5, 6, 25
38, 2, 5, 7, 24
38, 2, 5, 8, 23
38, 2, 5, 9, 22
38, 2, 5, 10, 21
38, 2, 5, 11, 20
38, 2, 5, 12, 19
38, 2, 5, 13, 18
38, 2, 5, 14, 17
38, 2, 5, 15, 16
38, 2, 6, 7, 23
38, 2, 6, 8, 22
38, 2, 6, 9, 21
38, 2, 6, 10, 20
38, 2, 6, 11, 19
38, 2, 6, 12, 18
38, 2, 6, 13, 17
38, 2, 6, 14, 16
38, 2, 7, 8, 21
38, 2, 7, 9, 20
38, 2, 7, 10, 19
38, 2, 7, 11, 18
38, 2, 7, 12, 17
38, 2, 7, 13, 16
38, 2, 7, 14, 15
38, 2, 8, 9, 19
38, 2, 8, 10, 18
38, 2, 8, 11, 17
38, 2, 8, 12, 16
38, 2, 8, 13, 15
38, 2, 9, 10, 17
38, 2, 9, 11, 16
38, 2, 9, 12, 15
38, 2, 9, 13, 14
38, 2, 10, 11, 15
38, 2, 10, 12, 14
38, 2, 11, 12, 13
38, 3, 4, 5, 26
38, 3, 4, 6, 25
38, 3, 4, 7, 24
38, 3, 4, 8, 23
38, 3, 4, 9, 22
38, 3, 4, 10, 21
38, 3, 4, 11, 20
38, 3, 4, 12, 19
38, 3, 4, 13, 18
38, 3, 4, 14, 17
38, 3, 4, 15, 16
38, 3, 5, 6, 24
38, 3, 5, 7, 23
38, 3, 5, 8, 22
38, 3, 5, 9, 21
38, 3, 5, 10, 20
38, 3, 5, 11, 19
38, 3, 5, 12, 18
38, 3, 5, 13, 17
38, 3, 5, 14, 16
38, 3, 6, 7, 22
38, 3, 6, 8, 21
38, 3, 6, 9, 20
38, 3, 6, 10, 19
38, 3, 6, 11, 18
38, 3, 6, 12, 17
38, 3, 6, 13, 16
38, 3, 6, 14, 15
38, 3, 7, 8, 20
38, 3, 7, 9, 19
38, 3, 7, 10, 18
38, 3, 7, 11, 17
38, 3, 7, 12, 16
38, 3, 7, 13, 15
38, 3, 8, 9, 18
38, 3, 8, 10, 17
38, 3, 8, 11, 16
38, 3, 8, 12, 15
38, 3, 8, 13, 14
38, 3, 9, 10, 16
38, 3, 9, 11, 15
38, 3, 9, 12, 14
38, 3, 10, 11, 14
38, 3, 10, 12, 13
38, 4, 5, 6, 23
38, 4, 5, 7, 22
38, 4, 5, 8, 21
38, 4, 5, 9, 20
38, 4, 5, 10, 19
38, 4, 5, 11, 18
38, 4, 5, 12, 17
38, 4, 5, 13, 16
38, 4, 5, 14, 15
38, 4, 6, 7, 21
38, 4, 6, 8, 20
38, 4, 6, 9, 19
38, 4, 6, 10, 18
38, 4, 6, 11, 17
38, 4, 6, 12, 16
38, 4, 6, 13, 15
38, 4, 7, 8, 19
38, 4, 7, 9, 18
38, 4, 7, 10, 17
38, 4, 7, 11, 16
38, 4, 7, 12, 15
38, 4, 7, 13, 14
38, 4, 8, 9, 17
38, 4, 8, 10, 16
38, 4, 8, 11, 15
38, 4, 8, 12, 14
38, 4, 9, 10, 15
38, 4, 9, 11, 14
38, 4, 9, 12, 13
38, 4, 10, 11, 13
38, 5, 6, 7, 20
38, 5, 6, 8, 19
38, 5, 6, 9, 18
38, 5, 6, 10, 17
38, 5, 6, 11, 16
38, 5, 6, 12, 15
38, 5, 6, 13, 14
38, 5, 7, 8, 18
38, 5, 7, 9, 17
38, 5, 7, 10, 16
38, 5, 7, 11, 15
38, 5, 7, 12, 14
38, 5, 8, 9, 16
38, 5, 8, 10, 15
38, 5, 8, 11, 14
38, 5, 8, 12, 13
38, 5, 9, 10, 14
38, 5, 9, 11, 13
38, 5, 10, 11, 12
38, 6, 7, 8, 17
38, 6, 7, 9, 16
38, 6, 7, 10, 15
38, 6, 7, 11, 14
38, 6, 7, 12, 13
38, 6, 8, 9, 15
38, 6, 8, 10, 14
38, 6, 8, 11, 13
38, 6, 9, 10, 13
38, 6, 9, 11, 12
38, 7, 8, 9, 14
38, 7, 8, 10, 13
38, 7, 8, 11, 12
38, 7, 9, 10, 12
38, 8, 9, 10, 11
39, 0, 1, 2, 36
39, 0, 1, 3, 35
39, 0, 1, 4, 34
39, 0, 1, 5, 33
39, 0, 1, 6, 32
39, 0, 1, 7, 31
39, 0, 1, 8, 30
39, 0, 1, 9, 29
39, 0, 1, 10, 28
39, 0, 1, 11, 27
39, 0, 1, 12, 26
39, 0, 1, 13, 25
39, 0, 1, 14, 24
39, 0, 1, 15, 23
39, 0, 1, 16, 22
39, 0, 1, 17, 21
39, 0, 1, 18, 20
39, 0, 2, 3, 34
39, 0, 2, 4, 33
39, 0, 2, 5, 32
39, 0, 2, 6, 31
39, 0, 2, 7, 30
39, 0, 2, 8, 29
39, 0, 2, 9, 28
39, 0, 2, 10, 27
39, 0, 2, 11, 26
39, 0, 2, 12, 25
39, 0, 2, 13, 24
39, 0, 2, 14, 23
39, 0, 2, 15, 22
39, 0, 2, 16, 21
39, 0, 2, 17, 20
39, 0, 2, 18, 19
39, 0, 3, 4, 32
39, 0, 3, 5, 31
39, 0, 3, 6, 30
39, 0, 3, 7, 29
39, 0, 3, 8, 28
39, 0, 3, 9, 27
39, 0, 3, 10, 26
39, 0, 3, 11, 25
39, 0, 3, 12, 24
39, 0, 3, 13, 23
39, 0, 3, 14, 22
39, 0, 3, 15, 21
39, 0, 3, 16, 20
39, 0, 3, 17, 19
39, 0, 4, 5, 30
39, 0, 4, 6, 29
39, 0, 4, 7, 28
39, 0, 4, 8, 27
39, 0, 4, 9, 26
39, 0, 4, 10, 25
39, 0, 4, 11, 24
39, 0, 4, 12, 23
39, 0, 4, 13, 22
39, 0, 4, 14, 21
39, 0, 4, 15, 20
39, 0, 4, 16, 19
39, 0, 4, 17, 18
39, 0, 5, 6, 28
39, 0, 5, 7, 27
39, 0, 5, 8, 26
39, 0, 5, 9, 25
39, 0, 5, 10, 24
39, 0, 5, 11, 23
39, 0, 5, 12, 22
39, 0, 5, 13, 21
39, 0, 5, 14, 20
39, 0, 5, 15, 19
39, 0, 5, 16, 18
39, 0, 6, 7, 26
39, 0, 6, 8, 25
39, 0, 6, 9, 24
39, 0, 6, 10, 23
39, 0, 6, 11, 22
39, 0, 6, 12, 21
39, 0, 6, 13, 20
39, 0, 6, 14, 19
39, 0, 6, 15, 18
39, 0, 6, 16, 17
39, 0, 7, 8, 24
39, 0, 7, 9, 23
39, 0, 7, 10, 22
39, 0, 7, 11, 21
39, 0, 7, 12, 20
39, 0, 7, 13, 19
39, 0, 7, 14, 18
39, 0, 7, 15, 17
39, 0, 8, 9, 22
39, 0, 8, 10, 21
39, 0, 8, 11, 20
39, 0, 8, 12, 19
39, 0, 8, 13, 18
39, 0, 8, 14, 17
39, 0, 8, 15, 16
39, 0, 9, 10, 20
39, 0, 9, 11, 19
39, 0, 9, 12, 18
39, 0, 9, 13, 17
39, 0, 9, 14, 16
39, 0, 10, 11, 18
39, 0, 10, 12, 17
39, 0, 10, 13, 16
39, 0, 10, 14, 15
39, 0, 11, 12, 16
39, 0, 11, 13, 15
39, 0, 12, 13, 14
39, 1, 2, 3, 33
39, 1, 2, 4, 32
39, 1, 2, 5, 31
39, 1, 2, 6, 30
39, 1, 2, 7, 29
39, 1, 2, 8, 28
39, 1, 2, 9, 27
39, 1, 2, 10, 26
39, 1, 2, 11, 25
39, 1, 2, 12, 24
39, 1, 2, 13, 23
39, 1, 2, 14, 22
39, 1, 2, 15, 21
39, 1, 2, 16, 20
39, 1, 2, 17, 19
39, 1, 3, 4, 31
39, 1, 3, 5, 30
39, 1, 3, 6, 29
39, 1, 3, 7, 28
39, 1, 3, 8, 27
39, 1, 3, 9, 26
39, 1, 3, 10, 25
39, 1, 3, 11, 24
39, 1, 3, 12, 23
39, 1, 3, 13, 22
39, 1, 3, 14, 21
39, 1, 3, 15, 20
39, 1, 3, 16, 19
39, 1, 3, 17, 18
39, 1, 4, 5, 29
39, 1, 4, 6, 28
39, 1, 4, 7, 27
39, 1, 4, 8, 26
39, 1, 4, 9, 25
39, 1, 4, 10, 24
39, 1, 4, 11, 23
39, 1, 4, 12, 22
39, 1, 4, 13, 21
39, 1, 4, 14, 20
39, 1, 4, 15, 19
39, 1, 4, 16, 18
39, 1, 5, 6, 27
39, 1, 5, 7, 26
39, 1, 5, 8, 25
39, 1, 5, 9, 24
39, 1, 5, 10, 23
39, 1, 5, 11, 22
39, 1, 5, 12, 21
39, 1, 5, 13, 20
39, 1, 5, 14, 19
39, 1, 5, 15, 18
39, 1, 5, 16, 17
39, 1, 6, 7, 25
39, 1, 6, 8, 24
39, 1, 6, 9, 23
39, 1, 6, 10, 22
39, 1, 6, 11, 21
39, 1, 6, 12, 20
39, 1, 6, 13, 19
39, 1, 6, 14, 18
39, 1, 6, 15, 17
39, 1, 7, 8, 23
39, 1, 7, 9, 22
39, 1, 7, 10, 21
39, 1, 7, 11, 20
39, 1, 7, 12, 19
39, 1, 7, 13, 18
39, 1, 7, 14, 17
39, 1, 7, 15, 16
39, 1, 8, 9, 21
39, 1, 8, 10, 20
39, 1, 8, 11, 19
39, 1, 8, 12, 18
39, 1, 8, 13, 17
39, 1, 8, 14, 16
39, 1, 9, 10, 19
39, 1, 9, 11, 18
39, 1, 9, 12, 17
39, 1, 9, 13, 16
39, 1, 9, 14, 15
39, 1, 10, 11, 17
39, 1, 10, 12, 16
39, 1, 10, 13, 15
39, 1, 11, 12, 15
39, 1, 11, 13, 14
39, 2, 3, 4, 30
39, 2, 3, 5, 29
39, 2, 3, 6, 28
39, 2, 3, 7, 27
39, 2, 3, 8, 26
39, 2, 3, 9, 25
39, 2, 3, 10, 24
39, 2, 3, 11, 23
39, 2, 3, 12, 22
39, 2, 3, 13, 21
39, 2, 3, 14, 20
39, 2, 3, 15, 19
39, 2, 3, 16, 18
39, 2, 4, 5, 28
39, 2, 4, 6, 27
39, 2, 4, 7, 26
39, 2, 4, 8, 25
39, 2, 4, 9, 24
39, 2, 4, 10, 23
39, 2, 4, 11, 22
39, 2, 4, 12, 21
39, 2, 4, 13, 20
39, 2, 4, 14, 19
39, 2, 4, 15, 18
39, 2, 4, 16, 17
39, 2, 5, 6, 26
39, 2, 5, 7, 25
39, 2, 5, 8, 24
39, 2, 5, 9, 23
39, 2, 5, 10, 22
39, 2, 5, 11, 21
39, 2, 5, 12, 20
39, 2, 5, 13, 19
39, 2, 5, 14, 18
39, 2, 5, 15, 17
39, 2, 6, 7, 24
39, 2, 6, 8, 23
39, 2, 6, 9, 22
39, 2, 6, 10, 21
39, 2, 6, 11, 20
39, 2, 6, 12, 19
39, 2, 6, 13, 18
39, 2, 6, 14, 17
39, 2, 6, 15, 16
39, 2, 7, 8, 22
39, 2, 7, 9, 21
39, 2, 7, 10, 20
39, 2, 7, 11, 19
39, 2, 7, 12, 18
39, 2, 7, 13, 17
39, 2, 7, 14, 16
39, 2, 8, 9, 20
39, 2, 8, 10, 19
39, 2, 8, 11, 18
39, 2, 8, 12, 17
39, 2, 8, 13, 16
39, 2, 8, 14, 15
39, 2, 9, 10, 18
39, 2, 9, 11, 17
39, 2, 9, 12, 16
39, 2, 9, 13, 15
39, 2, 10, 11, 16
39, 2, 10, 12, 15
39, 2, 10, 13, 14
39, 2, 11, 12, 14
39, 3, 4, 5, 27
39, 3, 4, 6, 26
39, 3, 4, 7, 25
39, 3, 4, 8, 24
39, 3, 4, 9, 23
39, 3, 4, 10, 22
39, 3, 4, 11, 21
39, 3, 4, 12, 20
39, 3, 4, 13, 19
39, 3, 4, 14, 18
39, 3, 4, 15, 17
39, 3, 5, 6, 25
39, 3, 5, 7, 24
39, 3, 5, 8, 23
39, 3, 5, 9, 22
39, 3, 5, 10, 21
39, 3, 5, 11, 20
39, 3, 5, 12, 19
39, 3, 5, 13, 18
39, 3, 5, 14, 17
39, 3, 5, 15, 16
39, 3, 6, 7, 23
39, 3, 6, 8, 22
39, 3, 6, 9, 21
39, 3, 6, 10, 20
39, 3, 6, 11, 19
39, 3, 6, 12, 18
39, 3, 6, 13, 17
39, 3, 6, 14, 16
39, 3, 7, 8, 21
39, 3, 7, 9, 20
39, 3, 7, 10, 19
39, 3, 7, 11, 18
39, 3, 7, 12, 17
39, 3, 7, 13, 16
39, 3, 7, 14, 15
39, 3, 8, 9, 19
39, 3, 8, 10, 18
39, 3, 8, 11, 17
39, 3, 8, 12, 16
39, 3, 8, 13, 15
39, 3, 9, 10, 17
39, 3, 9, 11, 16
39, 3, 9, 12, 15
39, 3, 9, 13, 14
39, 3, 10, 11, 15
39, 3, 10, 12, 14
39, 3, 11, 12, 13
39, 4, 5, 6, 24
39, 4, 5, 7, 23
39, 4, 5, 8, 22
39, 4, 5, 9, 21
39, 4, 5, 10, 20
39, 4, 5, 11, 19
39, 4, 5, 12, 18
39, 4, 5, 13, 17
39, 4, 5, 14, 16
39, 4, 6, 7, 22
39, 4, 6, 8, 21
39, 4, 6, 9, 20
39, 4, 6, 10, 19
39, 4, 6, 11, 18
39, 4, 6, 12, 17
39, 4, 6, 13, 16
39, 4, 6, 14, 15
39, 4, 7, 8, 20
39, 4, 7, 9, 19
39, 4, 7, 10, 18
39, 4, 7, 11, 17
39, 4, 7, 12, 16
39, 4, 7, 13, 15
39, 4, 8, 9, 18
39, 4, 8, 10, 17
39, 4, 8, 11, 16
39, 4, 8, 12, 15
39, 4, 8, 13, 14
39, 4, 9, 10, 16
39, 4, 9, 11, 15
39, 4, 9, 12, 14
39, 4, 10, 11, 14
39, 4, 10, 12, 13
39, 5, 6, 7, 21
39, 5, 6, 8, 20
39, 5, 6, 9, 19
39, 5, 6, 10, 18
39, 5, 6, 11, 17
39, 5, 6, 12, 16
39, 5, 6, 13, 15
39, 5, 7, 8, 19
39, 5, 7, 9, 18
39, 5, 7, 10, 17
39, 5, 7, 11, 16
39, 5, 7, 12, 15
39, 5, 7, 13, 14
39, 5, 8, 9, 17
39, 5, 8, 10, 16
39, 5, 8, 11, 15
39, 5, 8, 12, 14
39, 5, 9, 10, 15
39, 5, 9, 11, 14
39, 5, 9, 12, 13
39, 5, 10, 11, 13
39, 6, 7, 8, 18
39, 6, 7, 9, 17
39, 6, 7, 10, 16
39, 6, 7, 11, 15
39, 6, 7, 12, 14
39, 6, 8, 9, 16
39, 6, 8, 10, 15
39, 6, 8, 11, 14
39, 6, 8, 12, 13
39, 6, 9, 10, 14
39, 6, 9, 11, 13
39, 6, 10, 11, 12
39, 7, 8, 9, 15
39, 7, 8, 10, 14
39, 7, 8, 11, 13
39, 7, 9, 10, 13
39, 7, 9, 11, 12
39, 8, 9, 10, 12
40, 0, 1, 2, 37
40, 0, 1, 3, 36
40, 0, 1, 4, 35
40, 0, 1, 5, 34
40, 0, 1, 6, 33
40, 0, 1, 7, 32
40, 0, 1, 8, 31
40, 0, 1, 9, 30
40, 0, 1, 10, 29
40, 0, 1, 11, 28
40, 0, 1, 12, 27
40, 0, 1, 13, 26
40, 0, 1, 14, 25
40, 0, 1, 15, 24
40, 0, 1, 16, 23
40, 0, 1, 17, 22
40, 0, 1, 18, 21
40, 0, 1, 19, 20
40, 0, 2, 3, 35
40, 0, 2, 4, 34
40, 0, 2, 5, 33
40, 0, 2, 6, 32
40, 0, 2, 7, 31
40, 0, 2, 8, 30
40, 0, 2, 9, 29
40, 0, 2, 10, 28
40, 0, 2, 11, 27
40, 0, 2, 12, 26
40, 0, 2, 13, 25
40, 0, 2, 14, 24
40, 0, 2, 15, 23
40, 0, 2, 16, 22
40, 0, 2, 17, 21
40, 0, 2, 18, 20
40, 0, 3, 4, 33
40, 0, 3, 5, 32
40, 0, 3, 6, 31
40, 0, 3, 7, 30
40, 0, 3, 8, 29
40, 0, 3, 9, 28
40, 0, 3, 10, 27
40, 0, 3, 11, 26
40, 0, 3, 12, 25
40, 0, 3, 13, 24
40, 0, 3, 14, 23
40, 0, 3, 15, 22
40, 0, 3, 16, 21
40, 0, 3, 17, 20
40, 0, 3, 18, 19
40, 0, 4, 5, 31
40, 0, 4, 6, 30
40, 0, 4, 7, 29
40, 0, 4, 8, 28
40, 0, 4, 9, 27
40, 0, 4, 10, 26
40, 0, 4, 11, 25
40, 0, 4, 12, 24
40, 0, 4, 13, 23
40, 0, 4, 14, 22
40, 0, 4, 15, 21
40, 0, 4, 16, 20
40, 0, 4, 17, 19
40, 0, 5, 6, 29
40, 0, 5, 7, 28
40, 0, 5, 8, 27
40, 0, 5, 9, 26
40, 0, 5, 10, 25
40, 0, 5, 11, 24
40, 0, 5, 12, 23
40, 0, 5, 13, 22
40, 0, 5, 14, 21
40, 0, 5, 15, 20
40, 0, 5, 16, 19
40, 0, 5, 17, 18
40, 0, 6, 7, 27
40, 0, 6, 8, 26
40, 0, 6, 9, 25
40, 0, 6, 10, 24
40, 0, 6, 11, 23
40, 0, 6, 12, 22
40, 0, 6, 13, 21
40, 0, 6, 14, 20
40, 0, 6, 15, 19
40, 0, 6, 16, 18
40, 0, 7, 8, 25
40, 0, 7, 9, 24
40, 0, 7, 10, 23
40, 0, 7, 11, 22
40, 0, 7, 12, 21
40, 0, 7, 13, 20
40, 0, 7, 14, 19
40, 0, 7, 15, 18
40, 0, 7, 16, 17
40, 0, 8, 9, 23
40, 0, 8, 10, 22
40, 0, 8, 11, 21
40, 0, 8, 12, 20
40, 0, 8, 13, 19
40, 0, 8, 14, 18
40, 0, 8, 15, 17
40, 0, 9, 10, 21
40, 0, 9, 11, 20
40, 0, 9, 12, 19
40, 0, 9, 13, 18
40, 0, 9, 14, 17
40, 0, 9, 15, 16
40, 0, 10, 11, 19
40, 0, 10, 12, 18
40, 0, 10, 13, 17
40, 0, 10, 14, 16
40, 0, 11, 12, 17
40, 0, 11, 13, 16
40, 0, 11, 14, 15
40, 0, 12, 13, 15
40, 1, 2, 3, 34
40, 1, 2, 4, 33
40, 1, 2, 5, 32
40, 1, 2, 6, 31
40, 1, 2, 7, 30
40, 1, 2, 8, 29
40, 1, 2, 9, 28
40, 1, 2, 10, 27
40, 1, 2, 11, 26
40, 1, 2, 12, 25
40, 1, 2, 13, 24
40, 1, 2, 14, 23
40, 1, 2, 15, 22
40, 1, 2, 16, 21
40, 1, 2, 17, 20
40, 1, 2, 18, 19
40, 1, 3, 4, 32
40, 1, 3, 5, 31
40, 1, 3, 6, 30
40, 1, 3, 7, 29
40, 1, 3, 8, 28
40, 1, 3, 9, 27
40, 1, 3, 10, 26
40, 1, 3, 11, 25
40, 1, 3, 12, 24
40, 1, 3, 13, 23
40, 1, 3, 14, 22
40, 1, 3, 15, 21
40, 1, 3, 16, 20
40, 1, 3, 17, 19
40, 1, 4, 5, 30
40, 1, 4, 6, 29
40, 1, 4, 7, 28
40, 1, 4, 8, 27
40, 1, 4, 9, 26
40, 1, 4, 10, 25
40, 1, 4, 11, 24
40, 1, 4, 12, 23
40, 1, 4, 13, 22
40, 1, 4, 14, 21
40, 1, 4, 15, 20
40, 1, 4, 16, 19
40, 1, 4, 17, 18
40, 1, 5, 6, 28
40, 1, 5, 7, 27
40, 1, 5, 8, 26
40, 1, 5, 9, 25
40, 1, 5, 10, 24
40, 1, 5, 11, 23
40, 1, 5, 12, 22
40, 1, 5, 13, 21
40, 1, 5, 14, 20
40, 1, 5, 15, 19
40, 1, 5, 16, 18
40, 1, 6, 7, 26
40, 1, 6, 8, 25
40, 1, 6, 9, 24
40, 1, 6, 10, 23
40, 1, 6, 11, 22
40, 1, 6, 12, 21
40, 1, 6, 13, 20
40, 1, 6, 14, 19
40, 1, 6, 15, 18
40, 1, 6, 16, 17
40, 1, 7, 8, 24
40, 1, 7, 9, 23
40, 1, 7, 10, 22
40, 1, 7, 11, 21
40, 1, 7, 12, 20
40, 1, 7, 13, 19
40, 1, 7, 14, 18
40, 1, 7, 15, 17
40, 1, 8, 9, 22
40, 1, 8, 10, 21
40, 1, 8, 11, 20
40, 1, 8, 12, 19
40, 1, 8, 13, 18
40, 1, 8, 14, 17
40, 1, 8, 15, 16
40, 1, 9, 10, 20
40, 1, 9, 11, 19
40, 1, 9, 12, 18
40, 1, 9, 13, 17
40, 1, 9, 14, 16
40, 1, 10, 11, 18
40, 1, 10, 12, 17
40, 1, 10, 13, 16
40, 1, 10, 14, 15
40, 1, 11, 12, 16
40, 1, 11, 13, 15
40, 1, 12, 13, 14
40, 2, 3, 4, 31
40, 2, 3, 5, 30
40, 2, 3, 6, 29
40, 2, 3, 7, 28
40, 2, 3, 8, 27
40, 2, 3, 9, 26
