score, v[0], v[1], v[2], v[3], v[4]
10, 0, 2, 3, 5, 13
10, 0, 2, 3, 6, 10
10, 0, 2, 3, 6, 11
10, 0, 2, 3, 7, 10
10, 0, 2, 3, 7, 11
10, 0, 2, 3, 8, 9
10, 0, 2, 4, 5, 10
10, 0, 2, 4, 5, 11
10, 0, 2, 4, 6, 8
10, 0, 2, 4, 6, 9
10, 0, 2, 4, 7, 8
10, 0, 2, 4, 7, 9
10, 0, 2, 5, 6, 8
10, 0, 2, 5, 6, 9
10, 0, 2, 5, 7, 8
10, 0, 2, 5, 7, 9
10, 0, 3, 4, 5, 10
10, 0, 3, 4, 5, 11
10, 0, 3, 4, 6, 8
10, 0, 3, 4, 6, 9
10, 0, 3, 4, 7, 8
10, 0, 3, 4, 7, 9
10, 0, 3, 5, 6, 8
10, 0, 3, 5, 6, 9
10, 0, 3, 5, 7, 8
10, 0, 3, 5, 7, 9
10, 0, 4, 5, 6, 7
10, 1, 2, 3, 4, 12
10, 1, 2, 3, 4, 13
10, 1, 2, 3, 5, 12
10, 1, 2, 3, 5, 13
10, 1, 2, 3, 6, 10
10, 1, 2, 3, 6, 11
10, 1, 2, 3, 7, 10
10, 1, 2, 3, 7, 11
10, 1, 2, 3, 8, 9
10, 1, 2, 4, 5, 10
10, 1, 2, 4, 5, 11
10, 1, 2, 4, 6, 8
10, 1, 2, 4, 6, 9
10, 1, 2, 4, 7, 8
10, 1, 2, 4, 7, 9
10, 1, 2, 5, 6, 8
10, 1, 2, 5, 6, 9
10, 1, 2, 5, 7, 8
10, 1, 2, 5, 7, 9
10, 1, 3, 4, 5, 10
10, 1, 3, 4, 5, 11
10, 1, 3, 4, 6, 8
10, 1, 3, 4, 6, 9
10, 1, 3, 4, 7, 8
10, 1, 3, 4, 7, 9
10, 1, 3, 5, 6, 8
10, 1, 3, 5, 6, 9
10, 1, 3, 5, 7, 8
10, 1, 3, 5, 7, 9
10, 1, 4, 5, 6, 7
10, 2, 3, 4, 5, 8
10, 2, 3, 4, 5, 9
10, 2, 3, 4, 6, 7
10, 2, 3, 5, 6, 7
11, 0, 1, 2, 3, 18
11, 0, 1, 2, 3, 19
11, 0, 1, 2, 4, 16
11, 0, 1, 2, 4, 17
11, 0, 1, 2, 5, 16
11, 0, 1, 2, 5, 17
11, 0, 1, 2, 6, 14
11, 0, 1, 2, 6, 15
11, 0, 1, 2, 7, 14
11, 0, 1, 2, 7, 15
11, 0, 1, 2, 8, 12
11, 0, 1, 2, 8, 13
11, 0, 1, 2, 9, 12
11, 0, 1, 2, 9, 13
11, 0, 1, 2, 10, 11
11, 0, 1, 3, 4, 16
11, 0, 1, 3, 4, 17
11, 0, 1, 3, 5, 16
11, 0, 1, 3, 5, 17
11, 0, 1, 3, 6, 14
11, 0, 1, 3, 6, 15
11, 0, 1, 3, 7, 14
11, 0, 1, 3, 7, 15
11, 0, 1, 3, 8, 12
11, 0, 1, 3, 8, 13
11, 0, 1, 3, 9, 12
11, 0, 1, 3, 9, 13
11, 0, 1, 3, 10, 11
11, 0, 1, 4, 5, 14
11, 0, 1, 4, 5, 15
11, 0, 1, 4, 6, 12
11, 0, 1, 4, 6, 13
11, 0, 1, 4, 7, 12
11, 0, 1, 4, 7, 13
11, 0, 1, 4, 8, 10
11, 0, 1, 4, 8, 11
11, 0, 1, 4, 9, 10
11, 0, 1, 4, 9, 11
11, 0, 1, 5, 6, 12
11, 0, 1, 5, 6, 13
11, 0, 1, 5, 7, 12
11, 0, 1, 5, 7, 13
11, 0, 1, 5, 8, 10
11, 0, 1, 5, 8, 11
11, 0, 1, 5, 9, 10
11, 0, 1, 5, 9, 11
11, 0, 1, 6, 7, 10
11, 0, 1, 6, 7, 11
11, 0, 1, 6, 8, 9
11, 0, 1, 7, 8, 9
11, 0, 2, 3, 4, 14
11, 0, 2, 3, 4, 15
11, 0, 2, 3, 5, 14
11, 0, 2, 3, 5, 15
11, 0, 2, 3, 6, 12
11, 0, 2, 3, 6, 13
11, 0, 2, 3, 7, 12
11, 0, 2, 3, 7, 13
11, 0, 2, 3, 8, 10
11, 0, 2, 3, 8, 11
11, 0, 2, 3, 9, 10
11, 0, 2, 3, 9, 11
11, 0, 2, 4, 5, 12
11, 0, 2, 4, 5, 13
11, 0, 2, 4, 6, 10
11, 0, 2, 4, 6, 11
11, 0, 2, 4, 7, 10
11, 0, 2, 4, 7, 11
11, 0, 2, 4, 8, 9
11, 0, 2, 5, 6, 10
11, 0, 2, 5, 6, 11
11, 0, 2, 5, 7, 10
11, 0, 2, 5, 7, 11
11, 0, 2, 5, 8, 9
11, 0, 2, 6, 7, 8
11, 0, 2, 6, 7, 9
11, 0, 3, 4, 5, 12
11, 0, 3, 4, 5, 13
11, 0, 3, 4, 6, 10
11, 0, 3, 4, 6, 11
11, 0, 3, 4, 7, 10
11, 0, 3, 4, 7, 11
11, 0, 3, 4, 8, 9
11, 0, 3, 5, 6, 10
11, 0, 3, 5, 6, 11
11, 0, 3, 5, 7, 10
11, 0, 3, 5, 7, 11
11, 0, 3, 5, 8, 9
11, 0, 3, 6, 7, 8
11, 0, 3, 6, 7, 9
11, 0, 4, 5, 6, 8
11, 0, 4, 5, 6, 9
11, 0, 4, 5, 7, 8
11, 0, 4, 5, 7, 9
11, 1, 2, 3, 4, 14
11, 1, 2, 3, 4, 15
11, 1, 2, 3, 5, 14
11, 1, 2, 3, 5, 15
11, 1, 2, 3, 6, 12
11, 1, 2, 3, 6, 13
11, 1, 2, 3, 7, 12
11, 1, 2, 3, 7, 13
11, 1, 2, 3, 8, 10
11, 1, 2, 3, 8, 11
11, 1, 2, 3, 9, 10
11, 1, 2, 3, 9, 11
11, 1, 2, 4, 5, 12
11, 1, 2, 4, 5, 13
11, 1, 2, 4, 6, 10
11, 1, 2, 4, 6, 11
11, 1, 2, 4, 7, 10
11, 1, 2, 4, 7, 11
11, 1, 2, 4, 8, 9
11, 1, 2, 5, 6, 10
11, 1, 2, 5, 6, 11
11, 1, 2, 5, 7, 10
11, 1, 2, 5, 7, 11
11, 1, 2, 5, 8, 9
11, 1, 2, 6, 7, 8
11, 1, 2, 6, 7, 9
11, 1, 3, 4, 5, 12
11, 1, 3, 4, 5, 13
11, 1, 3, 4, 6, 10
11, 1, 3, 4, 6, 11
11, 1, 3, 4, 7, 10
11, 1, 3, 4, 7, 11
11, 1, 3, 4, 8, 9
11, 1, 3, 5, 6, 10
11, 1, 3, 5, 6, 11
11, 1, 3, 5, 7, 10
11, 1, 3, 5, 7, 11
11, 1, 3, 5, 8, 9
11, 1, 3, 6, 7, 8
11, 1, 3, 6, 7, 9
11, 1, 4, 5, 6, 8
11, 1, 4, 5, 6, 9
11, 1, 4, 5, 7, 8
11, 1, 4, 5, 7, 9
11, 2, 3, 4, 5, 10
11, 2, 3, 4, 5, 11
11, 2, 3, 4, 6, 8
11, 2, 3, 4, 6, 9
11, 2, 3, 4, 7, 8
11, 2, 3, 4, 7, 9
11, 2, 3, 5, 6, 8
11, 2, 3, 5, 6, 9
11, 2, 3, 5, 7, 8
11, 2, 3, 5, 7, 9
11, 2, 4, 5, 6, 7
11, 3, 4, 5, 6, 7
12, 0, 1, 2, 3, 20
12, 0, 1, 2, 3, 21
12, 0, 1, 2, 4, 18
12, 0, 1, 2, 4, 19
12, 0, 1, 2, 5, 18
12, 0, 1, 2, 5, 19
12, 0, 1, 2, 6, 16
12, 0, 1, 2, 6, 17
12, 0, 1, 2, 7, 16
12, 0, 1, 2, 7, 17
12, 0, 1, 2, 8, 14
12, 0, 1, 2, 8, 15
12, 0, 1, 2, 9, 14
12, 0, 1, 2, 9, 15
12, 0, 1, 2, 10, 12
12, 0, 1, 2, 10, 13
12, 0, 1, 2, 11, 12
12, 0, 1, 2, 11, 13
12, 0, 1, 3, 4, 18
12, 0, 1, 3, 4, 19
12, 0, 1, 3, 5, 18
12, 0, 1, 3, 5, 19
12, 0, 1, 3, 6, 16
12, 0, 1, 3, 6, 17
12, 0, 1, 3, 7, 16
12, 0, 1, 3, 7, 17
12, 0, 1, 3, 8, 14
12, 0, 1, 3, 8, 15
12, 0, 1, 3, 9, 14
12, 0, 1, 3, 9, 15
12, 0, 1, 3, 10, 12
12, 0, 1, 3, 10, 13
12, 0, 1, 3, 11, 12
12, 0, 1, 3, 11, 13
12, 0, 1, 4, 5, 16
12, 0, 1, 4, 5, 17
12, 0, 1, 4, 6, 14
12, 0, 1, 4, 6, 15
12, 0, 1, 4, 7, 14
12, 0, 1, 4, 7, 15
12, 0, 1, 4, 8, 12
12, 0, 1, 4, 8, 13
12, 0, 1, 4, 9, 12
12, 0, 1, 4, 9, 13
12, 0, 1, 4, 10, 11
12, 0, 1, 5, 6, 14
12, 0, 1, 5, 6, 15
12, 0, 1, 5, 7, 14
12, 0, 1, 5, 7, 15
12, 0, 1, 5, 8, 12
12, 0, 1, 5, 8, 13
12, 0, 1, 5, 9, 12
12, 0, 1, 5, 9, 13
12, 0, 1, 5, 10, 11
12, 0, 1, 6, 7, 12
12, 0, 1, 6, 7, 13
12, 0, 1, 6, 8, 10
12, 0, 1, 6, 8, 11
12, 0, 1, 6, 9, 10
12, 0, 1, 6, 9, 11
12, 0, 1, 7, 8, 10
12, 0, 1, 7, 8, 11
12, 0, 1, 7, 9, 10
12, 0, 1, 7, 9, 11
12, 0, 2, 3, 4, 16
12, 0, 2, 3, 4, 17
12, 0, 2, 3, 5, 16
12, 0, 2, 3, 5, 17
12, 0, 2, 3, 6, 14
12, 0, 2, 3, 6, 15
12, 0, 2, 3, 7, 14
12, 0, 2, 3, 7, 15
12, 0, 2, 3, 8, 12
12, 0, 2, 3, 8, 13
12, 0, 2, 3, 9, 12
12, 0, 2, 3, 9, 13
12, 0, 2, 3, 10, 11
12, 0, 2, 4, 5, 14
12, 0, 2, 4, 5, 15
12, 0, 2, 4, 6, 12
12, 0, 2, 4, 6, 13
12, 0, 2, 4, 7, 12
12, 0, 2, 4, 7, 13
12, 0, 2, 4, 8, 10
12, 0, 2, 4, 8, 11
12, 0, 2, 4, 9, 10
12, 0, 2, 4, 9, 11
12, 0, 2, 5, 6, 12
12, 0, 2, 5, 6, 13
12, 0, 2, 5, 7, 12
12, 0, 2, 5, 7, 13
12, 0, 2, 5, 8, 10
12, 0, 2, 5, 8, 11
12, 0, 2, 5, 9, 10
12, 0, 2, 5, 9, 11
12, 0, 2, 6, 7, 10
12, 0, 2, 6, 7, 11
12, 0, 2, 6, 8, 9
12, 0, 2, 7, 8, 9
12, 0, 3, 4, 5, 14
12, 0, 3, 4, 5, 15
12, 0, 3, 4, 6, 12
12, 0, 3, 4, 6, 13
12, 0, 3, 4, 7, 12
12, 0, 3, 4, 7, 13
12, 0, 3, 4, 8, 10
12, 0, 3, 4, 8, 11
12, 0, 3, 4, 9, 10
12, 0, 3, 4, 9, 11
12, 0, 3, 5, 6, 12
12, 0, 3, 5, 6, 13
12, 0, 3, 5, 7, 12
12, 0, 3, 5, 7, 13
12, 0, 3, 5, 8, 10
12, 0, 3, 5, 8, 11
12, 0, 3, 5, 9, 10
12, 0, 3, 5, 9, 11
12, 0, 3, 6, 7, 10
12, 0, 3, 6, 7, 11
12, 0, 3, 6, 8, 9
12, 0, 3, 7, 8, 9
12, 0, 4, 5, 6, 10
12, 0, 4, 5, 6, 11
12, 0, 4, 5, 7, 10
12, 0, 4, 5, 7, 11
12, 0, 4, 5, 8, 9
12, 0, 4, 6, 7, 8
12, 0, 4, 6, 7, 9
12, 0, 5, 6, 7, 8
12, 0, 5, 6, 7, 9
12, 1, 2, 3, 4, 16
12, 1, 2, 3, 4, 17
12, 1, 2, 3, 5, 16
12, 1, 2, 3, 5, 17
12, 1, 2, 3, 6, 14
12, 1, 2, 3, 6, 15
12, 1, 2, 3, 7, 14
12, 1, 2, 3, 7, 15
12, 1, 2, 3, 8, 12
12, 1, 2, 3, 8, 13
12, 1, 2, 3, 9, 12
12, 1, 2, 3, 9, 13
12, 1, 2, 3, 10, 11
12, 1, 2, 4, 5, 14
12, 1, 2, 4, 5, 15
12, 1, 2, 4, 6, 12
12, 1, 2, 4, 6, 13
12, 1, 2, 4, 7, 12
12, 1, 2, 4, 7, 13
12, 1, 2, 4, 8, 10
12, 1, 2, 4, 8, 11
12, 1, 2, 4, 9, 10
12, 1, 2, 4, 9, 11
12, 1, 2, 5, 6, 12
12, 1, 2, 5, 6, 13
12, 1, 2, 5, 7, 12
12, 1, 2, 5, 7, 13
12, 1, 2, 5, 8, 10
12, 1, 2, 5, 8, 11
12, 1, 2, 5, 9, 10
12, 1, 2, 5, 9, 11
12, 1, 2, 6, 7, 10
12, 1, 2, 6, 7, 11
12, 1, 2, 6, 8, 9
12, 1, 2, 7, 8, 9
12, 1, 3, 4, 5, 14
12, 1, 3, 4, 5, 15
12, 1, 3, 4, 6, 12
12, 1, 3, 4, 6, 13
12, 1, 3, 4, 7, 12
12, 1, 3, 4, 7, 13
12, 1, 3, 4, 8, 10
12, 1, 3, 4, 8, 11
12, 1, 3, 4, 9, 10
12, 1, 3, 4, 9, 11
12, 1, 3, 5, 6, 12
12, 1, 3, 5, 6, 13
12, 1, 3, 5, 7, 12
12, 1, 3, 5, 7, 13
12, 1, 3, 5, 8, 10
12, 1, 3, 5, 8, 11
12, 1, 3, 5, 9, 10
12, 1, 3, 5, 9, 11
12, 1, 3, 6, 7, 10
12, 1, 3, 6, 7, 11
12, 1, 3, 6, 8, 9
12, 1, 3, 7, 8, 9
12, 1, 4, 5, 6, 10
12, 1, 4, 5, 6, 11
12, 1, 4, 5, 7, 10
12, 1, 4, 5, 7, 11
12, 1, 4, 5, 8, 9
12, 1, 4, 6, 7, 8
12, 1, 4, 6, 7, 9
12, 1, 5, 6, 7, 8
12, 1, 5, 6, 7, 9
12, 2, 3, 4, 5, 12
12, 2, 3, 4, 5, 13
12, 2, 3, 4, 6, 10
12, 2, 3, 4, 6, 11
12, 2, 3, 4, 7, 10
12, 2, 3, 4, 7, 11
12, 2, 3, 4, 8, 9
12, 2, 3, 5, 6, 10
12, 2, 3, 5, 6, 11
12, 2, 3, 5, 7, 10
12, 2, 3, 5, 7, 11
12, 2, 3, 5, 8, 9
12, 2, 3, 6, 7, 8
12, 2, 3, 6, 7, 9
12, 2, 4, 5, 6, 8
12, 2, 4, 5, 6, 9
12, 2, 4, 5, 7, 8
12, 2, 4, 5, 7, 9
12, 3, 4, 5, 6, 8
12, 3, 4, 5, 6, 9
12, 3, 4, 5, 7, 8
12, 3, 4, 5, 7, 9
13, 0, 1, 2, 3, 22
13, 0, 1, 2, 3, 23
13, 0, 1, 2, 4, 20
13, 0, 1, 2, 4, 21
13, 0, 1, 2, 5, 20
13, 0, 1, 2, 5, 21
13, 0, 1, 2, 6, 18
13, 0, 1, 2, 6, 19
13, 0, 1, 2, 7, 18
13, 0, 1, 2, 7, 19
13, 0, 1, 2, 8, 16
13, 0, 1, 2, 8, 17
13, 0, 1, 2, 9, 16
13, 0, 1, 2, 9, 17
13, 0, 1, 2, 10, 14
13, 0, 1, 2, 10, 15
13, 0, 1, 2, 11, 14
13, 0, 1, 2, 11, 15
13, 0, 1, 2, 12, 13
13, 0, 1, 3, 4, 20
13, 0, 1, 3, 4, 21
13, 0, 1, 3, 5, 20
13, 0, 1, 3, 5, 21
13, 0, 1, 3, 6, 18
13, 0, 1, 3, 6, 19
13, 0, 1, 3, 7, 18
13, 0, 1, 3, 7, 19
13, 0, 1, 3, 8, 16
13, 0, 1, 3, 8, 17
13, 0, 1, 3, 9, 16
13, 0, 1, 3, 9, 17
13, 0, 1, 3, 10, 14
13, 0, 1, 3, 10, 15
13, 0, 1, 3, 11, 14
13, 0, 1, 3, 11, 15
13, 0, 1, 3, 12, 13
13, 0, 1, 4, 5, 18
13, 0, 1, 4, 5, 19
13, 0, 1, 4, 6, 16
13, 0, 1, 4, 6, 17
13, 0, 1, 4, 7, 16
13, 0, 1, 4, 7, 17
13, 0, 1, 4, 8, 14
13, 0, 1, 4, 8, 15
13, 0, 1, 4, 9, 14
13, 0, 1, 4, 9, 15
13, 0, 1, 4, 10, 12
13, 0, 1, 4, 10, 13
13, 0, 1, 4, 11, 12
13, 0, 1, 4, 11, 13
13, 0, 1, 5, 6, 16
13, 0, 1, 5, 6, 17
13, 0, 1, 5, 7, 16
13, 0, 1, 5, 7, 17
13, 0, 1, 5, 8, 14
13, 0, 1, 5, 8, 15
13, 0, 1, 5, 9, 14
13, 0, 1, 5, 9, 15
13, 0, 1, 5, 10, 12
13, 0, 1, 5, 10, 13
13, 0, 1, 5, 11, 12
13, 0, 1, 5, 11, 13
13, 0, 1, 6, 7, 14
13, 0, 1, 6, 7, 15
13, 0, 1, 6, 8, 12
13, 0, 1, 6, 8, 13
13, 0, 1, 6, 9, 12
13, 0, 1, 6, 9, 13
13, 0, 1, 6, 10, 11
13, 0, 1, 7, 8, 12
13, 0, 1, 7, 8, 13
13, 0, 1, 7, 9, 12
13, 0, 1, 7, 9, 13
13, 0, 1, 7, 10, 11
13, 0, 1, 8, 9, 10
13, 0, 1, 8, 9, 11
13, 0, 2, 3, 4, 18
13, 0, 2, 3, 4, 19
13, 0, 2, 3, 5, 18
13, 0, 2, 3, 5, 19
13, 0, 2, 3, 6, 16
13, 0, 2, 3, 6, 17
13, 0, 2, 3, 7, 16
13, 0, 2, 3, 7, 17
13, 0, 2, 3, 8, 14
13, 0, 2, 3, 8, 15
13, 0, 2, 3, 9, 14
13, 0, 2, 3, 9, 15
13, 0, 2, 3, 10, 12
13, 0, 2, 3, 10, 13
13, 0, 2, 3, 11, 12
13, 0, 2, 3, 11, 13
13, 0, 2, 4, 5, 16
13, 0, 2, 4, 5, 17
13, 0, 2, 4, 6, 14
13, 0, 2, 4, 6, 15
13, 0, 2, 4, 7, 14
13, 0, 2, 4, 7, 15
13, 0, 2, 4, 8, 12
13, 0, 2, 4, 8, 13
13, 0, 2, 4, 9, 12
13, 0, 2, 4, 9, 13
13, 0, 2, 4, 10, 11
13, 0, 2, 5, 6, 14
13, 0, 2, 5, 6, 15
13, 0, 2, 5, 7, 14
13, 0, 2, 5, 7, 15
13, 0, 2, 5, 8, 12
13, 0, 2, 5, 8, 13
13, 0, 2, 5, 9, 12
13, 0, 2, 5, 9, 13
13, 0, 2, 5, 10, 11
13, 0, 2, 6, 7, 12
13, 0, 2, 6, 7, 13
13, 0, 2, 6, 8, 10
13, 0, 2, 6, 8, 11
13, 0, 2, 6, 9, 10
13, 0, 2, 6, 9, 11
13, 0, 2, 7, 8, 10
13, 0, 2, 7, 8, 11
13, 0, 2, 7, 9, 10
13, 0, 2, 7, 9, 11
13, 0, 3, 4, 5, 16
13, 0, 3, 4, 5, 17
13, 0, 3, 4, 6, 14
13, 0, 3, 4, 6, 15
13, 0, 3, 4, 7, 14
13, 0, 3, 4, 7, 15
13, 0, 3, 4, 8, 12
13, 0, 3, 4, 8, 13
13, 0, 3, 4, 9, 12
13, 0, 3, 4, 9, 13
13, 0, 3, 4, 10, 11
13, 0, 3, 5, 6, 14
13, 0, 3, 5, 6, 15
13, 0, 3, 5, 7, 14
13, 0, 3, 5, 7, 15
13, 0, 3, 5, 8, 12
13, 0, 3, 5, 8, 13
13, 0, 3, 5, 9, 12
13, 0, 3, 5, 9, 13
13, 0, 3, 5, 10, 11
13, 0, 3, 6, 7, 12
13, 0, 3, 6, 7, 13
13, 0, 3, 6, 8, 10
13, 0, 3, 6, 8, 11
13, 0, 3, 6, 9, 10
13, 0, 3, 6, 9, 11
13, 0, 3, 7, 8, 10
13, 0, 3, 7, 8, 11
13, 0, 3, 7, 9, 10
13, 0, 3, 7, 9, 11
13, 0, 4, 5, 6, 12
13, 0, 4, 5, 6, 13
13, 0, 4, 5, 7, 12
13, 0, 4, 5, 7, 13
13, 0, 4, 5, 8, 10
13, 0, 4, 5, 8, 11
13, 0, 4, 5, 9, 10
13, 0, 4, 5, 9, 11
13, 0, 4, 6, 7, 10
13, 0, 4, 6, 7, 11
13, 0, 4, 6, 8, 9
13, 0, 4, 7, 8, 9
13, 0, 5, 6, 7, 10
13, 0, 5, 6, 7, 11
13, 0, 5, 6, 8, 9
13, 0, 5, 7, 8, 9
13, 1, 2, 3, 4, 18
13, 1, 2, 3, 4, 19
13, 1, 2, 3, 5, 18
13, 1, 2, 3, 5, 19
13, 1, 2, 3, 6, 16
13, 1, 2, 3, 6, 17
13, 1, 2, 3, 7, 16
13, 1, 2, 3, 7, 17
13, 1, 2, 3, 8, 14
13, 1, 2, 3, 8, 15
13, 1, 2, 3, 9, 14
13, 1, 2, 3, 9, 15
13, 1, 2, 3, 10, 12
13, 1, 2, 3, 10, 13
13, 1, 2, 3, 11, 12
13, 1, 2, 3, 11, 13
13, 1, 2, 4, 5, 16
13, 1, 2, 4, 5, 17
13, 1, 2, 4, 6, 14
13, 1, 2, 4, 6, 15
13, 1, 2, 4, 7, 14
13, 1, 2, 4, 7, 15
13, 1, 2, 4, 8, 12
13, 1, 2, 4, 8, 13
13, 1, 2, 4, 9, 12
13, 1, 2, 4, 9, 13
13, 1, 2, 4, 10, 11
13, 1, 2, 5, 6, 14
13, 1, 2, 5, 6, 15
13, 1, 2, 5, 7, 14
13, 1, 2, 5, 7, 15
13, 1, 2, 5, 8, 12
13, 1, 2, 5, 8, 13
13, 1, 2, 5, 9, 12
13, 1, 2, 5, 9, 13
13, 1, 2, 5, 10, 11
